G,C,B,A,Ia,Ib,Ic,Va,Vb,Vc,Fault_Type
1,1,1,1,810.643122,-135.9899374,20.03573945,0.032154477,-0.357031623,0.324877145,1
1,1,1,1,-2.95157091,766.3189687,-763.369049,0.037436324,-0.00155721,-0.035879114,1
0,1,1,0,56.94262463,-398.2751602,343.8909588,0.32507372,0.037871504,-0.362945224,4
0,1,1,0,45.31626196,71.79512461,-114.4961564,0.487769046,0.04180738,-0.529576426,4
0,1,1,1,176.8365159,662.3068238,-837.0994238,0.040663896,-0.010111253,-0.030552643,0
0,1,1,1,860.1836556,-248.910808,-609.1340857,0.028063969,-0.041578494,0.013514525,0
1,0,0,1,-680.176786,-70.68934716,30.17562573,0.28474742,-0.197002075,-0.087745346,3
1,0,0,1,-595.1981377,-70.5144911,35.47955583,0.317944745,-0.27577263,-0.042172116,3
0,1,1,1,233.5989846,-866.4878471,635.0480697,-0.030371564,-0.009771424,0.040142988,0
1,0,1,1,-279.3846139,-579.3789131,-57.53739866,-0.041844015,0.316949622,-0.275105608,2
0,1,1,1,-842.8894518,194.7259462,650.1816577,-0.029941907,0.040950918,-0.011009011,0
1,1,1,1,-560.8156012,-322.9765365,883.9513836,-0.041224752,0.027966109,0.013258643,1
1,0,0,1,689.9488359,11.74689874,32.23862211,0.187495624,-0.516222275,0.32872665,3
0,1,1,0,50.83470023,-62.93780358,14.70861729,0.460307288,0.042368437,-0.502675725,4
1,0,1,1,871.212082,-463.423998,12.72141604,0.019189333,-0.29127811,0.272088777,2
1,1,1,1,-751.7018256,-26.4947565,778.1943476,-0.036463479,0.03696293,-0.000499451,1
1,1,1,1,778.8203037,-758.8493791,-19.9613709,-0.000436723,-0.036515271,0.036951993,1
0,0,0,0,-68.57552046,81.78685466,-16.44489083,-0.32819819,-0.271143821,0.599342011,5
1,0,0,1,-819.0420339,-31.75381372,-19.60274245,-0.081085871,0.400116566,-0.319030694,3
0,1,1,0,42.04824037,-755.0254847,715.6192401,0.01426487,0.014866862,-0.029131732,4
1,0,0,1,488.4676486,-10.39988886,42.44253593,0.281432271,-0.588993125,0.307560854,3
0,1,1,1,521.8769453,-533.6700515,13.92843185,0.029427535,-0.494062573,0.464635038,0
0,0,0,0,-70.3561167,52.53519738,14.71945648,-0.02021726,-0.501884158,0.522101418,5
0,1,1,1,-601.8677561,-257.8610997,861.7406177,-0.040863313,0.030162297,0.010701017,0
0,0,0,0,-55.82260642,92.88521251,-40.18170439,-0.501954532,-0.046350142,0.548304674,5
1,1,1,1,596.99834,-862.8636778,265.8630745,-0.014410781,-0.027264327,0.041675108,1
1,0,0,1,772.9856573,23.57400131,25.20347894,0.127334209,-0.453990337,0.326656128,3
1,1,1,1,-668.8589595,261.4366162,408.130293,0.015881747,0.025873671,-0.041755418,1
0,1,1,1,-229.4372968,-623.2140957,854.6571701,-0.041363081,0.012732056,0.028631025,0
1,0,1,1,792.2262148,-739.349671,-11.6066638,0.002239966,-0.16746403,0.165224064,2
0,1,1,1,736.7826438,-798.8008311,64.16787047,-0.004311683,-0.034372405,0.038684088,0
0,1,1,1,705.4255812,109.7715143,-813.1441242,0.038287362,-0.034772322,-0.00351504,0
1,0,0,1,417.6595833,-16.94332937,44.72906164,0.304596039,-0.599761734,0.295165695,3
0,1,1,0,44.47514695,-738.3178814,696.4959746,0.045329042,0.018440926,-0.063769968,4
0,0,0,0,-61.91577152,31.49039998,27.08377115,0.202306928,-0.577586821,0.375279893,5
1,0,0,1,854.9433032,61.82489871,-9.598327461,-0.143183858,-0.075170273,0.218354131,3
0,1,1,0,56.93618963,-377.065285,322.6916581,0.336958958,0.038449511,-0.375408469,4
0,1,1,0,40.76178696,-761.4754983,723.3498661,-0.002011521,0.014477068,-0.012465547,4
0,0,0,0,-50.4353787,15.27653974,31.69563325,0.351081586,-0.579712418,0.228630833,5
0,1,1,0,-52.10844728,-185.895956,240.4362854,-0.507123219,-0.040357575,0.547480794,4
0,0,0,0,27.29881069,-27.07800232,-3.659059733,0.544354892,-0.055362212,-0.48899268,5
0,0,0,0,52.20511909,-15.12616246,-40.13104037,0.293485806,0.318482488,-0.611968295,5
0,1,1,0,35.41703801,-761.2165097,728.3145711,-0.066164602,0.01144273,0.054721872,4
1,0,1,1,-598.5178801,867.9615751,31.6233373,0.013755708,0.031357214,-0.045112923,2
0,0,0,0,-31.90584544,-5.717846346,34.4201384,0.488958469,-0.524580107,0.035621638,5
0,1,1,1,-761.4084739,768.7642807,-5.32734947,0.002013907,0.03565044,-0.037664347,0
1,0,0,1,715.3659622,15.02411588,30.40866684,0.171595842,-0.500704505,0.329108662,3
0,0,0,0,51.95430912,19.93363624,-75.04747032,-0.072746106,0.571532073,-0.498785967,5
0,0,0,0,-45.71185835,9.72076047,32.52943453,0.394930703,-0.569982362,0.175051659,5
1,0,1,1,-863.9822773,351.6790356,-20.53662945,-0.024326315,0.322002787,-0.297676472,2
0,0,0,0,-29.43330133,-6.709985861,32.81514732,0.503824784,-0.51067843,0.006853646,5
0,1,1,1,883.7621822,-414.2577755,-467.4437265,0.020931535,-0.042324653,0.021393117,0
0,1,1,0,-57.61956783,-75.24110393,135.1943166,-0.49656186,-0.041662955,0.538224815,4
1,0,0,1,-49.17927077,44.59533868,-49.9192513,-0.374286889,0.579358962,-0.205072073,3
0,1,1,1,59.32485103,-792.2866403,735.0419683,-0.036153386,-0.001040802,0.037194187,0
1,1,1,1,-758.9083285,-12.6102264,771.5162914,-0.036120388,0.037284894,-0.001164506,1
1,0,0,1,-680.1351034,-70.68852649,30.17644121,0.284749183,-0.197002085,-0.087747097,3
0,1,1,1,726.0951559,-673.2544511,-50.77698394,0.015535953,-0.306741697,0.291205744,0
1,0,1,1,869.7401137,-498.6976371,10.05214272,0.017389477,-0.279714617,0.26232514,2
1,0,1,1,592.8716506,42.08619257,32.44349396,0.181868078,-0.496879937,0.315011859,2
0,0,0,0,-56.50408127,89.7935692,-36.17721355,-0.489489275,-0.066673616,0.556162892,5
0,0,0,0,27.47136912,-31.08534901,0.549551952,0.549542074,-0.067115975,-0.482426099,5
1,1,1,1,747.7320643,-781.8166871,34.0823595,-0.003388899,-0.034839425,0.038228324,1
1,0,1,1,-637.092103,853.9526877,28.52440155,0.011212875,0.054856546,-0.066069421,2
0,0,0,0,22.87439792,63.39116425,-89.17781287,-0.468381849,0.591583559,-0.12320171,5
1,0,0,1,-45.53059429,43.67620925,-49.9470014,-0.372033638,0.582074346,-0.210040708,3
0,1,1,0,6.014454674,586.0863157,-589.403723,0.434707423,0.025764836,-0.460472259,4
1,0,0,1,745.337982,19.33628136,27.86012344,0.149747061,-0.478291236,0.328544175,3
1,0,0,1,879.3420973,52.81069635,1.317678517,-0.062235951,-0.204515403,0.266751354,3
1,0,1,1,-829.4902501,666.2372247,4.414089435,-0.007246624,0.208249304,-0.20100268,2
0,1,1,0,2.280423378,-727.9039355,728.1380471,-0.33083187,-0.013460638,0.344292508,4
1,0,0,1,463.7294824,68.0973257,-41.43428034,-0.352238087,0.371984453,-0.019746366,3
0,1,1,1,-99.20358869,810.6804313,-709.3569068,0.035044332,0.003083383,-0.038127715,0
0,0,0,0,45.46347863,-19.27611178,-29.61691538,0.398548667,0.198715919,-0.597264586,5
1,1,1,1,422.962144,460.1499486,-883.1143563,0.042321716,-0.021739771,-0.020581946,1
1,0,1,1,-871.0685295,439.2531019,-14.48588237,-0.020374215,0.298639201,-0.278264985,2
1,1,1,1,-358.9876456,-537.0894278,896.1785115,-0.042189275,0.018488488,0.023700787,1
0,1,1,0,14.63265214,506.9077502,-518.8338785,0.465681058,0.030246595,-0.495927653,4
0,1,1,0,-64.87844216,632.1127965,-564.7171074,-0.160381276,-0.027719978,0.188101254,4
0,1,1,0,-33.32687015,-439.5172205,475.1939583,-0.488327668,-0.032875936,0.521203604,4
0,0,0,0,14.52884501,-31.57708493,14.09512299,0.587060553,-0.205438204,-0.381622349,5
0,0,0,0,-35.01642104,98.56901718,-66.92970492,-0.607095219,0.208945819,0.398149401,5
1,1,1,1,-880.5736118,377.3350589,503.2362893,-0.022689383,0.042363578,-0.019674196,1
0,0,0,0,-72.0499249,72.02003841,-3.325550875,-0.199125739,-0.386380517,0.585506256,5
0,0,0,0,44.31336454,-25.02715449,-22.34357806,0.427142062,0.159676569,-0.586818631,5
0,1,1,0,-10.34818105,-644.7354281,657.4715382,-0.402172483,-0.020742876,0.422915359,4
1,0,1,1,806.0888995,-710.5574732,-8.921234531,0.003942584,-0.182984491,0.179041907,2
0,1,1,0,49.18232658,-693.2984598,646.7942546,0.115726079,0.023404883,-0.139130962,4
0,1,1,0,-35.75097567,-408.9443343,446.9474608,-0.49432455,-0.034096422,0.528420972,4
1,0,1,1,-271.9568043,868.7007737,49.20401205,0.029506879,-0.131395254,0.101888375,2
0,1,1,0,-62.48242071,666.7801289,-601.8665839,-0.122106913,-0.025090172,0.147197085,4
1,0,1,1,737.2339376,-792.0951532,-18.60379729,-0.003366515,-0.123680572,0.127047086,2
1,0,1,1,781.1231242,-68.00786534,36.92399996,0.034238127,-0.367857386,0.333619259,2
1,1,1,1,498.3313512,42.71867107,5.622167306,0.240236299,-0.530466029,0.29022973,1
0,0,0,0,54.31048337,-8.138783188,-47.19612335,0.26576671,0.346090838,-0.611857548,5
1,1,1,1,544.0488883,-875.212759,331.1616093,-0.017492025,-0.024640035,0.04213206,1
0,1,1,1,669.7978263,-842.156787,174.5102972,-0.009476362,-0.031013883,0.040490244,0
1,1,1,1,-565.5354228,870.3715685,-304.8381814,0.016221884,0.025793726,-0.042015609,1
0,1,1,1,-821.9165238,691.017682,133.004767,-0.004626911,0.038794606,-0.034167695,0
0,1,1,0,55.27325721,-348.4030968,295.9026982,0.396137954,0.040157183,-0.436295137,4
1,0,0,1,-773.0047909,-23.57411579,-25.20381737,-0.127329106,0.45399044,-0.326661334,3
0,0,0,0,-67.64095274,78.09065697,-13.33105398,-0.326711908,-0.273329557,0.600041465,5
0,0,0,0,39.42519654,-25.11866952,-17.61044715,0.469150852,0.095684368,-0.56483522,5
0,1,1,1,-848.6059415,636.0775822,214.6330706,-0.008569024,0.040228272,-0.031659248,0
0,1,1,0,56.03984029,-497.9603519,444.4565815,0.261029737,0.034433767,-0.295463504,4
0,0,0,0,49.98443096,-20.68131475,-32.24207688,0.34947694,0.258174193,-0.607651133,5
0,1,1,0,11.01106884,-764.0422734,755.5678038,-0.273322962,-0.007786079,0.281109041,4
0,0,0,0,44.45752445,-26.36177485,-16.1518174,0.497061187,0.049907817,-0.546969004,5
0,0,0,0,-70.57884718,78.96396921,-11.74346265,-0.278592314,-0.31908078,0.597673094,5
0,1,1,1,773.7400122,-699.0226952,-72.69370833,0.009829999,-0.19849047,0.188660471,0
0,0,0,0,52.51053435,-16.33407619,-39.11344237,0.293971522,0.317768192,-0.611739714,5
1,0,0,1,504.6605355,68.87304733,-40.13543725,-0.344497463,0.349040856,-0.004543393,3
1,1,1,1,-847.5878472,207.4944627,640.0911209,-0.02947467,0.04113247,-0.0116578,1
1,0,0,1,-621.1107857,-11.67726803,-35.54942347,-0.197089792,0.525932752,-0.32884296,3
1,0,1,1,-219.5279321,855.0496395,51.01036873,0.031348073,-0.153287099,0.121939026,2
0,1,1,1,-309.8963761,148.3448343,163.7410598,0.274675911,-0.05112897,-0.223546941,0
0,0,0,0,51.96558378,-14.81284107,-37.50978135,0.346142098,0.262006043,-0.608148141,5
1,0,1,1,714.5423986,-810.3246645,-21.16014657,-0.00535167,-0.106790102,0.112141772,2
1,0,0,1,-869.8891555,-58.30539491,4.94467251,0.109149873,0.131418052,-0.240567925,3
0,1,1,0,-48.43302067,770.0690495,-719.1509566,0.059080266,-0.011411709,-0.047668558,4
1,0,0,1,379.1380662,65.56418966,-44.24131558,-0.366543046,0.422222971,-0.055679925,3
0,1,1,1,-659.9784056,-177.1767518,839.2469634,-0.039626304,0.032829303,0.006797002,0
0,1,1,1,271.0327629,593.7638654,-862.6711847,0.041732576,-0.014580158,-0.027152418,0
0,0,0,0,1.277764494,80.39352601,-84.5771112,-0.579912785,0.485405348,0.094507437,5
0,0,0,0,11.628403,74.1429123,-88.79420811,-0.535516629,0.545472992,-0.009956362,5
0,0,0,0,-69.56780846,49.76151515,16.33592248,0.044721052,-0.530318323,0.485597272,5
0,0,0,0,54.96010688,4.088710093,-62.21350805,0.08845236,0.486021006,-0.574473366,5
0,1,1,0,38.00817004,204.6710584,-239.9630785,0.500465992,0.040000019,-0.540466011,4
1,0,0,1,554.9398859,-3.764149908,39.77928467,0.255770522,-0.572996564,0.317226041,3
1,0,1,1,-133.3428362,-686.8838959,-57.59505321,-0.040088621,0.277278425,-0.237189803,2
0,1,1,0,-22.11352205,-551.9821293,576.4620197,-0.453214786,-0.027293116,0.480507902,4
0,1,1,1,-772.0721571,15.89302551,758.1947638,-0.035399105,0.03788526,-0.002486156,0
1,0,0,1,-441.7251535,14.77592611,-44.01040885,-0.297160429,0.596760026,-0.299599597,3
0,0,0,0,10.54618626,79.38231464,-93.21467968,-0.537644345,0.548591338,-0.010946993,5
1,0,0,1,47.7643506,49.31268807,-50.05320254,-0.379618926,0.560090942,-0.180472016,3
1,0,1,1,-125.6803182,822.8362965,53.68091164,0.0342836,-0.190101483,0.155817884,2
1,0,0,1,-737.9861907,-33.08663043,-7.34641774,-0.028040425,0.339932629,-0.311892205,3
0,1,1,0,26.90102458,-776.1908902,751.6787686,-0.151254463,0.00426074,0.146993723,4
1,1,1,1,-881.0634889,497.6535125,383.4077129,-0.016812829,0.04211397,-0.025301141,1
1,0,1,1,-152.6007846,832.9017448,52.98123725,0.0334965,-0.179805499,0.146308999,2
0,1,1,1,-552.4150412,-333.6507294,888.2380905,-0.043188853,0.027923302,0.015265551,0
0,1,1,0,-52.97221389,-160.1494029,215.3609918,-0.50546648,-0.040584018,0.546050498,4
0,0,0,0,-72.65993143,69.21396503,-0.026171378,-0.153832879,-0.419522406,0.573355285,5
1,1,1,1,463.6236739,32.40118445,6.054043111,0.260778216,-0.546253389,0.285475173,1
0,0,0,0,-35.54148165,93.68047249,-61.03421916,-0.600836051,0.187769373,0.413066678,5
0,0,0,0,-72.0375509,60.26776839,8.298152085,-0.059851896,-0.479085978,0.538937874,5
1,0,0,1,-502.891583,-174.6480233,-80.92466346,0.265728444,-0.114300749,-0.151427695,3
0,0,0,0,-70.7825873,56.63269346,11.27601086,-0.085699118,-0.466229832,0.55192895,5
0,0,0,0,-51.15611588,98.96431976,-51.26347799,-0.544600646,0.03204434,0.512556306,5
1,0,1,1,664.4539697,-841.3500395,-26.12633138,-0.009281985,-0.072335853,0.081617839,2
0,0,0,0,1.710558754,-26.93215574,22.14891184,0.591893047,-0.314232316,-0.277660731,5
1,1,1,1,315.2749789,-872.7023688,557.4251299,-0.028065875,-0.013428502,0.041494377,1
1,0,0,1,-524.6717486,1.473175812,-40.48079572,-0.250383172,0.569831629,-0.319448457,3
0,0,0,0,45.17431621,-25.8002398,-22.31586288,0.421033091,0.168199127,-0.589232218,5
0,0,0,0,-48.67363643,10.37435318,35.2106106,0.360219275,-0.580802512,0.220583237,5
1,0,1,1,-870.7112032,427.0641555,-15.36243056,-0.020956303,0.302205616,-0.281249312,2
1,1,1,1,-270.0360431,-593.7859081,863.8196979,-0.041757748,0.014636135,0.027121613,1
0,0,0,0,16.59828569,69.12926315,-88.63784107,-0.509392276,0.566651503,-0.057259227,5
0,0,0,0,-68.25462792,44.80717314,20.34837551,0.055785201,-0.53653077,0.480745568,5
1,0,0,1,-129.471405,-54.81574221,49.09244215,0.382749063,-0.531342706,0.148593644,3
0,1,1,1,-635.9792259,849.4303383,-211.4197289,0.011833835,0.029316988,-0.041150823,0
1,1,1,1,607.1571513,-859.7534301,252.5940171,-0.013783224,-0.027769517,0.041552742,1
0,0,0,0,3.280534468,82.22987836,-88.77237198,-0.570802042,0.505262143,0.065539898,5
1,0,1,1,862.9992824,-554.9890911,5.556707189,0.014305907,-0.259075324,0.244769417,2
0,0,0,0,-3.672588619,83.29927567,-82.53111179,-0.594785182,0.45370005,0.141085132,5
0,0,0,0,-54.76406344,97.77627906,-46.47127844,-0.519893411,-0.015530658,0.535424069,5
1,0,1,1,232.7837113,-858.8748095,-50.57772431,-0.030906554,0.147876755,-0.116970201,2
1,0,1,1,-49.68923949,-754.7926669,-56.98459079,-0.037693398,0.255593122,-0.217899725,2
0,0,0,0,44.3431335,38.01457258,-85.63569209,-0.230255247,0.618687807,-0.388432561,5
0,0,0,0,-24.35662095,95.23626004,-74.13283255,-0.619272981,0.304412366,0.314860615,5
0,1,1,1,114.5399772,-815.2396575,702.7006447,-0.034694697,-0.003697229,0.038391926,0
1,1,1,1,-646.2028978,844.7250898,-198.5244558,0.01118637,0.029808968,-0.040995338,1
1,1,1,1,354.4858426,6.11577067,10.27852595,0.310256578,-0.578332335,0.268075757,1
0,1,1,1,223.4608278,-851.3610506,629.8996495,-0.03137285,-0.008955719,0.040328569,0
1,1,1,1,829.4065099,-190.8785486,17.40830354,0.030361935,-0.35020148,0.319839546,1
1,1,1,1,-721.0689087,-81.89019083,802.956836,-0.037748036,0.035587107,0.00216093,1
0,0,0,0,-69.1158927,47.47607635,18.65646225,0.018338395,-0.520997657,0.502659262,5
0,1,1,1,-113.1241284,816.2628325,-701.0989089,0.034654871,0.003755911,-0.038410782,0
0,1,1,1,196.4936052,-843.5714916,649.0776974,-0.032251854,-0.00765117,0.039903023,0
0,0,0,0,13.80396402,74.41865456,-91.48802786,-0.521527571,0.560503134,-0.038975563,5
1,1,1,1,166.5924338,-848.0687968,681.5164579,-0.032150657,-0.006614064,0.038764721,1
0,1,1,1,768.4275828,-762.1158205,-4.32207098,-0.00138897,-0.038921705,0.040310675,0
0,0,0,0,-55.51048847,91.65079204,-39.14177512,-0.501458157,-0.047080114,0.548538271,5
1,1,1,1,826.2980041,-141.1788436,-685.1179801,0.031803671,-0.040176764,0.008373093,1
0,1,1,1,-436.0297594,-462.7695696,900.9693538,-0.038652854,0.021193872,0.017458982,0
1,0,1,1,862.7115833,-568.7003917,4.645951003,0.013858309,-0.254868678,0.241010369,2
0,1,1,1,-645.5238177,845.4762173,-197.9212113,0.011193678,0.029793968,-0.040987646,0
1,0,0,1,-553.5081162,-69.98393142,37.61542553,0.330697733,-0.309105344,-0.021592389,3
0,0,0,0,51.58913061,20.40788136,-74.92188432,-0.100095009,0.581242202,-0.481147193,5
0,1,1,1,-730.4236015,-13.57707457,746.1788505,-0.026386596,0.033988511,-0.007601914,0
1,0,0,1,488.830917,-10.39763069,42.44478887,0.281448002,-0.58899314,0.307545138,3
0,1,1,1,-411.1249018,-486.7351671,900.0296764,-0.035402438,0.019349076,0.016053363,0
0,1,1,0,-61.28279131,685.3661309,-621.5482194,-0.098973896,-0.023480912,0.122454808,4
0,0,0,0,-25.65731512,96.83196603,-74.55500552,-0.619398336,0.296761079,0.322637257,5
0,0,0,0,-40.00042396,97.5308559,-60.77831486,-0.59213493,0.153101324,0.439033606,5
0,1,1,0,37.54718877,216.3476534,-251.2745993,0.501025348,0.039777412,-0.54080276,4
0,1,1,1,-248.7936606,859.3318062,-608.5003097,0.030423079,0.010310084,-0.040733162,0
0,0,0,0,50.15579504,-17.03627937,-36.29273407,0.333044928,0.276986232,-0.610031161,5
1,0,0,1,224.0671302,59.40129613,-47.79463819,-0.380697525,0.496177046,-0.115479521,3
0,0,0,0,-37.35500759,-0.842516729,34.99212316,0.454856319,-0.54717267,0.092316351,5
0,0,0,0,54.53873581,8.5828834,-66.28478996,0.041281199,0.514923792,-0.556204991,5
1,0,1,1,250.7048573,-37.55336874,45.39230015,0.348708617,-0.608016002,0.259307385,2
1,1,1,1,148.8692933,679.6143261,-828.4858831,0.040266511,-0.008799546,-0.031466966,1
0,0,0,0,-25.6387379,93.2111156,-70.58425137,-0.617282833,0.285965899,0.331316935,5
0,1,1,1,149.7569132,680.1290851,-827.7623922,0.040291548,-0.008828791,-0.031462757,0
1,0,1,1,361.258195,-884.7547972,-45.58397883,-0.025994966,0.091884876,-0.065889911,2
0,1,1,0,-13.07232238,-623.7578433,639.1176024,-0.416202892,-0.022458912,0.438661805,4
0,0,0,0,-72.54166743,71.75069355,-2.681174405,-0.181462767,-0.399461008,0.580923775,5
1,0,0,1,-328.6086017,-63.75760649,45.60828517,0.372747254,-0.448677461,0.075930208,3
1,0,0,1,-875.7192092,-48.95363763,-5.233872399,0.032487393,0.248634847,-0.28112224,3
1,0,1,1,-645.9071026,-172.3910196,-42.86816013,-0.022606638,0.367414367,-0.344807729,2
0,1,1,1,99.38753558,-823.0229414,725.7966891,-0.03467765,-0.003263435,0.037941085,0
0,0,0,0,34.51716065,-29.16575062,2.57534564,0.580912968,-0.147254408,-0.43365856,5
0,1,1,0,-0.422708247,-704.5778785,707.4098762,-0.348757983,-0.014711906,0.363469889,4
1,0,0,1,-58.98723397,42.76345611,-49.94526972,-0.370677688,0.584645985,-0.213968296,3
0,1,1,0,-47.75409345,-256.6905093,306.8786057,-0.508539436,-0.038950544,0.547489981,4
0,0,0,0,-33.88831152,-10.63086044,37.34758554,0.521334191,-0.426521741,-0.09481245,5
0,0,0,0,44.11913844,37.70838326,-84.98158589,-0.238595179,0.61934587,-0.380750691,5
0,0,0,0,22.58908603,-28.66381878,2.76381981,0.564443133,-0.112377579,-0.452065553,5
1,1,1,1,836.981018,-664.0135992,-172.9696816,0.006560338,-0.039483393,0.032923055,1
0,1,1,1,692.2188462,-821.5828359,131.3555539,-0.007994401,-0.032007735,0.040002137,0
0,1,1,1,-840.5368419,655.0429914,187.5989664,-0.007261704,0.039789469,-0.032527765,0
1,0,0,1,199.1181542,-34.47930366,48.99839225,0.354959675,-0.601235653,0.246275978,3
0,0,0,0,-10.90283571,-22.25943336,30.20176394,0.572568647,-0.410614082,-0.161954565,5
0,1,1,1,-575.4231669,868.680227,-291.1448518,0.015612708,0.026303741,-0.041916448,0
1,1,1,1,-447.0565839,-436.7059044,883.7602248,-0.042333149,0.022958645,0.019374504,1
1,0,1,1,-620.7188487,423.2227901,0.613787281,-0.226917998,0.254650663,-0.027732665,2
1,0,1,1,-678.0775046,-127.244972,-45.73035554,-0.038860788,0.376539726,-0.337678938,2
1,0,1,1,-213.7774235,-630.5873483,-57.77729364,-0.041198398,0.300022619,-0.258824221,2
0,0,0,0,-44.71902212,95.98156837,-54.38614409,-0.572061382,0.096107559,0.475953823,5
0,0,0,0,41.45516253,42.95555966,-87.68713346,-0.273985388,0.624330636,-0.350345249,5
1,1,1,1,264.1996817,-7.868585924,14.73493976,0.336293894,-0.587364868,0.251070974,1
0,0,0,0,43.27774507,42.61743791,-88.78531649,-0.248997247,0.623017417,-0.374020171,5
1,0,0,1,772.9855845,23.57399377,25.20347647,0.1273342,-0.453990344,0.326656144,3
0,0,0,0,9.699127915,78.75290475,-91.8440946,-0.541822306,0.542994207,-0.0011719,5
0,0,0,0,30.39038753,55.4416242,-88.74678239,-0.407636926,0.613428387,-0.205791461,5
0,0,0,0,-24.00549924,-12.93472047,33.85984722,0.527952848,-0.487729088,-0.04022376,5
1,1,1,1,641.9936999,204.5684501,-846.5644137,0.040031479,-0.031898091,-0.008133388,1
0,1,1,0,-0.176068475,-704.7478496,707.2384282,-0.34862406,-0.014711849,0.363335909,4
1,1,1,1,-391.2004532,-507.0779101,898.3879197,-0.038619137,0.019273692,0.019345445,1
1,0,1,1,864.7750268,-543.9939628,6.459428434,0.014930311,-0.263335199,0.248404888,2
0,1,1,0,-6.834353568,679.6024658,-670.089556,0.374728951,0.018409447,-0.393138399,4
0,0,0,0,12.29102873,-26.25290618,10.51822535,0.586292103,-0.211206919,-0.375085185,5
1,0,0,1,-697.200327,-23.93926107,-27.29422995,-0.131799542,0.460237462,-0.32843792,3
1,1,1,1,-302.2051297,869.9272888,-567.7244228,0.028506678,0.012884742,-0.04139142,1
0,0,0,0,-71.72626131,58.40115612,9.853653863,-0.040847401,-0.489560987,0.530408388,5
0,1,1,0,-33.97792262,-429.5456628,465.7778617,-0.49035794,-0.033290999,0.523648939,4
1,0,1,1,-711.0897218,-71.69059992,-43.42229435,-0.03772568,0.375910868,-0.338185188,2
1,0,0,1,-72.51675796,41.76898976,-50.00237687,-0.369256317,0.587073522,-0.217817205,3
1,0,1,1,-563.5574116,-290.0294742,-51.53883696,-0.041331156,0.369529629,-0.328198473,2
1,0,1,1,-682.2117476,201.5107196,-11.44868097,0.04054215,0.257507933,-0.298050083,2
0,1,1,0,-59.70905641,702.6036752,-640.3526043,-0.075505522,-0.021792166,0.097297688,4
0,1,1,0,44.48556568,84.16032303,-125.934009,0.489414026,0.041692777,-0.531106803,4
1,0,0,1,586.3641278,-0.430043775,38.31365079,0.24207328,-0.563080384,0.321007103,3
1,0,0,1,170.3301031,56.86629146,-48.60740011,-0.382429813,0.51703456,-0.134604747,3
0,0,0,0,18.21459104,-32.11256113,10.94598817,0.580372744,-0.169647565,-0.410725178,5
0,0,0,0,-65.08311023,37.16156759,24.70379573,0.139418489,-0.564256504,0.424838014,5
0,1,1,1,-882.5282922,463.4637991,421.0867221,-0.018618699,0.042283398,-0.023664699,0
1,1,1,1,873.5628235,-461.2936526,-22.78881921,0.019166977,-0.269743036,0.250576059,1
1,1,1,1,-879.3155945,364.7235686,514.5898185,-0.02324748,0.042330198,-0.019082718,1
1,1,1,1,-656.9457637,322.3887891,335.1473276,-0.04574782,0.040329576,0.005418243,1
0,0,0,0,39.05954854,-29.52322151,-12.48094203,0.481916146,0.074532245,-0.556448391,5
0,0,0,0,-16.8562044,-18.77555596,32.66954764,0.55513592,-0.448968322,-0.106167598,5
0,0,0,0,55.344863,-2.908105374,-53.84297413,0.205374256,0.400315041,-0.605689297,5
0,0,0,0,53.25163825,14.94063552,-71.60684433,0.002221407,0.537423454,-0.539644861,5
0,0,0,0,55.01934044,2.339827196,-60.52446704,0.10716124,0.473644209,-0.580805449,5
0,1,1,1,250.2351754,-858.2850933,610.1273002,-0.030462822,-0.010251466,0.040714289,0
1,0,0,1,-239.18781,31.52863768,-48.49212054,-0.347815454,0.604109292,-0.256293838,3
1,1,1,1,-678.7836592,-150.6667296,829.4481253,-0.039143123,0.033670186,0.005472937,1
0,1,1,0,56.17329855,-299.8428919,246.3413967,0.375702757,0.040169802,-0.415872559,4
1,1,1,1,873.6453126,-449.2815716,-19.65057703,0.019757654,-0.275720309,0.255962655,1
1,0,0,1,871.7494265,58.29846182,-4.951841081,-0.109063931,-0.131417912,0.240481843,3
1,0,1,1,-88.39091933,-732.8854105,-57.36866715,-0.036682067,0.26738617,-0.230704102,2
1,0,0,1,680.1575824,70.68922668,-30.17596695,-0.284742345,0.197002154,0.087740191,3
0,1,1,1,-262.0767858,862.4886786,-598.3742527,0.029956782,0.0109542,-0.040910982,0
0,0,0,0,49.23654231,-20.02053088,-28.90428487,0.411364924,0.181219378,-0.592584302,5
1,0,1,1,-62.48724829,-747.7834941,-57.12625356,-0.037184455,0.259498618,-0.222314163,2
0,0,0,0,24.60288922,61.67575332,-89.19145303,-0.45562941,0.597445837,-0.141816427,5
0,0,0,0,-33.42711363,-5.397551833,35.7413312,0.478582402,-0.533408615,0.054826213,5
1,0,0,1,697.2533457,70.53611291,-28.91157415,-0.276567974,0.178906687,0.097661287,3
1,1,1,1,873.3635983,-315.6338124,-557.7274403,0.025478919,-0.042095666,0.016616747,1
0,0,0,0,-66.91022403,40.62650624,23.30236999,0.084563172,-0.548013633,0.463450461,5
1,0,1,1,-545.6420563,-328.1541608,-50.45768381,-0.043185443,0.371992263,-0.328806819,2
1,0,0,1,511.5170819,-8.193106158,41.597766,0.273161509,-0.58423577,0.311074261,3
1,0,0,1,-494.9881933,4.450447117,-42.23997889,-0.26320324,0.578901859,-0.31569862,3
