Tipster,Track,Horse,Bet Type,Odds,TipsterActive,Result
14,2,10290,1,8.0,True,0
18,39,8872,1,3.5,False,0
8,65,3539,1,7.5,True,1
14,0,12022,1,3.75,True,1
8,54,2894,1,8.0,True,1
7,111,10526,0,13.0,True,0
7,77,3317,1,22.0,True,0
3,62,6932,1,5.0,False,1
28,82,14945,1,6.0,True,1
7,48,478,1,60.0,True,0
18,2,12636,1,5.0,False,0
1,62,1323,1,8.0,True,1
8,0,65,1,4.0,True,1
8,12,13459,1,2.75,True,0
8,77,1976,1,3.75,True,1
28,99,3057,1,10.0,True,0
20,41,5290,1,4.9,True,1
29,48,1995,1,5.5,False,0
21,54,2484,1,11.0,False,0
19,83,11748,1,26.0,True,0
17,66,10393,0,6.5,True,1
27,0,12679,1,8.0,False,1
8,76,853,1,2.5,True,1
4,51,4174,0,12.0,False,0
14,113,13718,1,6.0,True,0
4,54,5705,0,8.0,False,1
24,17,6993,1,10.0,True,0
24,2,6696,1,8.0,True,0
14,74,11512,1,7.5,True,0
1,47,7089,1,4.0,True,1
27,7,14143,1,6.5,False,0
1,26,2117,1,13.0,True,1
22,93,12641,1,2.63,True,1
22,49,2129,1,5.0,True,0
8,89,5862,1,5.0,True,0
28,111,5012,1,17.0,True,0
8,72,8295,1,3.25,True,0
12,79,7215,1,21.0,False,0
3,51,3796,1,3.0,False,1
29,106,12952,1,4.0,False,1
3,34,4011,1,11.0,False,1
1,114,4496,1,1.73,True,1
16,54,1641,1,17.0,False,1
9,111,15161,1,3.75,False,0
28,54,12625,1,6.0,True,1
7,86,13211,1,2.75,True,0
19,82,9121,1,11.0,True,0
22,74,1964,1,17.0,True,0
3,106,13707,1,3.75,False,0
8,31,14951,1,6.5,True,0
11,83,4716,0,17.0,True,1
28,59,5463,1,5.5,True,1
0,30,12117,0,6.5,True,0
22,51,4958,1,2.75,True,0
8,12,5804,1,2.87,True,1
3,54,4432,1,3.0,False,1
28,79,15000,1,6.0,True,1
28,86,28,1,4.0,True,1
22,93,2965,1,5.5,True,0
28,65,13364,0,21.0,True,1
4,62,13270,0,15.0,False,1
28,110,11666,1,8.0,True,0
8,73,2753,1,4.33,True,0
19,76,12734,1,17.0,True,0
28,72,11182,1,6.5,True,0
22,69,3840,1,3.25,True,1
8,111,11257,1,3.75,True,1
19,75,10782,0,46.0,True,0
22,83,11787,1,3.0,True,1
8,83,10650,1,2.37,True,1
1,26,8567,1,17.0,True,0
16,48,11055,1,17.0,False,0
0,35,12484,1,2.75,True,1
8,11,7291,1,5.0,True,0
28,7,14143,1,6.5,True,0
8,82,2654,1,2.88,True,1
2,18,3839,1,10.5,True,1
28,92,10952,1,11.0,True,0
22,26,14526,0,8.0,True,1
28,34,1507,1,5.0,True,0
12,4,9555,1,6.5,False,1
4,86,3261,1,2.25,False,1
7,114,7109,0,34.0,True,0
21,26,4683,1,8.0,False,0
1,94,13085,1,5.5,True,0
14,10,11699,1,7.0,True,0
16,4,3864,1,6.5,False,0
3,110,6589,1,2.5,False,0
7,62,2390,1,4.33,True,1
6,69,7605,1,8.5,True,1
8,26,14914,1,7.5,True,0
4,72,2947,0,25.0,False,1
8,54,5979,1,5.5,True,1
14,42,11469,0,51.0,True,0
28,24,11985,1,6.0,True,0
4,33,11420,0,11.0,False,0
17,86,5128,1,3.75,True,0
24,2,11388,1,11.0,True,0
28,54,3542,1,9.0,True,1
12,33,11821,1,6.5,False,0
9,89,12751,1,6.0,False,1
17,54,14130,0,10.0,True,1
26,18,12456,1,2.75,True,1
8,54,13102,1,3.75,True,1
21,54,15423,1,4.5,False,0
4,62,904,0,13.0,False,1
7,110,12725,1,23.0,True,0
23,16,5413,1,4.0,True,1
28,107,12853,1,5.5,True,1
22,34,8311,1,4.0,True,0
1,30,8591,1,11.0,True,0
22,104,411,0,8.0,True,0
28,73,151,1,6.0,True,1
0,92,13229,0,6.5,True,1
29,111,5547,1,15.0,False,0
14,76,14309,1,7.0,True,1
29,33,6690,1,5.0,False,0
1,96,5126,0,34.0,True,1
4,111,10693,1,2.88,False,1
22,49,1600,1,8.0,True,1
14,54,5979,1,11.0,True,0
3,92,6048,1,2.1,False,0
28,94,11095,1,7.0,True,0
16,101,14481,1,5.0,False,0
7,73,7449,1,5.5,True,1
30,0,1403,0,29.0,False,0
29,4,10886,1,7.0,False,1
28,106,8920,1,7.0,True,0
17,18,5411,0,34.0,True,1
8,30,12852,1,4.0,True,0
1,24,6481,1,5.0,True,1
9,53,5525,1,3.75,False,1
1,64,69,0,19.0,True,0
0,2,1852,0,21.0,True,0
1,42,12448,1,8.0,True,0
0,2,7429,0,10.0,True,0
0,99,1819,0,9.0,True,1
29,11,14281,1,7.0,False,0
22,26,10504,1,3.75,True,0
22,76,9473,1,3.25,True,1
8,73,37,1,4.33,True,0
0,109,4060,0,7.5,True,1
28,83,4208,1,13.0,True,0
24,114,6861,1,3.33,True,0
25,12,10217,1,17.0,True,0
21,75,9219,1,7.0,False,0
21,92,11573,1,6.0,False,0
29,59,15555,1,5.5,False,1
1,10,9877,1,21.0,True,0
12,106,9368,1,21.0,False,0
22,4,4824,1,2.88,True,1
29,37,7362,1,5.5,False,0
30,11,1150,1,2.1,False,1
8,19,4091,1,3.5,True,0
12,54,12310,1,21.0,False,0
11,114,11153,0,17.0,True,0
3,83,14460,1,4.0,False,1
26,114,8456,1,20.0,True,0
16,21,5075,1,7.5,False,0
29,2,11752,1,8.0,False,0
26,73,12361,1,5.2,True,1
8,92,8927,1,2.37,True,1
3,34,11097,1,1.91,False,1
30,82,807,0,17.0,False,0
16,92,9682,1,8.5,False,1
19,111,1014,1,23.0,True,0
21,62,8306,1,6.5,False,0
15,4,5324,1,8.5,True,0
28,69,3089,1,8.5,True,0
13,111,7833,0,41.0,True,0
30,14,15641,1,3.0,False,1
7,65,15069,0,23.0,True,1
8,48,15169,1,3.75,True,1
28,70,15648,1,7.0,True,0
4,73,12229,0,8.5,False,0
22,51,8278,1,4.0,True,1
16,34,1404,1,4.33,False,1
25,7,1343,1,9.5,True,1
3,111,2659,1,2.25,False,1
11,83,4704,0,21.0,True,0
3,82,14851,1,4.5,False,1
15,59,5861,1,6.0,True,0
4,95,6995,0,13.0,False,1
0,24,782,0,7.5,True,0
0,111,6504,0,6.0,True,1
8,39,14061,1,3.75,True,1
19,47,341,1,12.0,True,1
7,114,8695,0,21.0,True,1
0,112,12077,1,4.0,True,0
0,12,10073,1,1.91,True,1
8,75,5249,1,5.5,True,0
19,42,12095,1,17.0,True,1
22,93,2506,1,5.0,True,1
1,96,5074,1,15.0,True,0
1,72,13512,1,9.0,True,0
1,110,6498,0,23.0,True,0
1,42,8710,1,5.5,True,1
24,104,1218,1,17.0,True,0
20,59,8599,1,4.7,True,1
4,17,15064,0,11.0,False,0
4,109,4197,1,2.75,False,0
17,0,7284,0,26.0,True,0
29,62,9451,1,4.0,False,1
0,114,7483,0,11.0,True,1
20,73,9498,1,4.6,True,1
3,4,6566,1,6.5,False,0
1,11,5226,1,19.0,True,0
17,92,1214,1,5.5,True,1
1,0,4890,1,26.0,True,0
29,112,13341,1,7.0,False,0
8,14,3269,1,2.5,True,1
21,54,762,1,3.0,False,0
29,12,12203,0,17.0,False,0
16,7,15665,1,13.0,False,0
19,74,4281,1,17.0,True,0
0,114,13406,1,7.0,True,0
29,47,7892,1,5.0,False,0
28,69,8672,1,7.0,True,0
4,59,7899,0,11.0,False,0
29,62,2018,1,6.0,False,0
7,111,577,0,11.0,True,0
28,82,9922,1,7.5,True,1
7,42,2191,0,29.0,True,0
6,111,13316,0,12.0,True,0
16,16,9594,1,4.5,False,1
13,92,834,0,15.0,True,0
28,53,13856,1,6.0,True,0
9,84,11372,1,4.5,False,1
3,17,676,1,10.0,False,1
19,74,7405,1,7.0,True,0
13,54,11880,1,11.0,True,0
3,89,497,1,9.0,False,0
1,10,5543,1,8.0,True,0
17,51,5381,0,13.0,True,0
3,80,12990,1,3.5,False,0
24,74,5409,1,21.0,True,0
16,48,9680,1,6.0,False,0
3,83,3235,1,4.5,False,0
25,110,12295,1,5.5,True,1
6,2,11604,0,15.0,True,0
3,83,10254,1,4.0,False,0
3,47,8943,1,3.75,False,0
14,12,7363,1,5.5,True,0
30,62,13337,1,3.75,False,1
0,48,7648,0,6.5,True,0
4,26,14669,0,11.0,False,0
4,92,14081,1,4.33,False,0
4,51,11708,1,4.33,False,1
19,111,1670,1,11.0,True,0
16,39,8828,1,4.0,False,0
24,42,15610,1,10.0,True,1
21,16,13497,1,9.5,False,0
7,12,2378,0,15.0,True,1
28,62,1952,1,6.0,True,1
8,16,12269,1,2.75,True,1
27,24,8877,0,67.0,False,0
5,54,4465,1,8.0,False,1
3,14,5804,1,8.5,False,0
30,0,14786,0,7.5,False,1
20,82,586,1,5.9,True,1
7,92,14427,1,15.0,True,0
28,110,3005,1,9.0,True,0
3,79,7841,1,5.0,False,0
8,85,14361,1,2.1,True,1
16,16,10225,1,8.0,False,1
22,77,9690,1,3.25,True,1
3,34,2175,1,7.0,False,0
7,92,4754,0,34.0,True,1
23,47,10705,1,6.0,True,1
20,26,2098,1,4.6,True,1
21,89,434,1,4.5,False,1
16,24,11517,1,5.0,False,1
25,110,73,1,3.75,True,1
28,89,15302,1,8.0,True,0
21,48,5040,1,5.0,False,1
28,54,9959,1,9.0,True,1
22,74,13149,1,5.5,True,1
23,104,4463,1,11.0,True,1
28,114,11516,1,11.0,True,0
13,62,2450,0,11.0,True,0
22,112,1295,1,2.5,True,1
28,35,5850,1,7.0,True,0
0,92,3097,0,8.0,True,0
22,94,3049,1,2.38,True,1
22,111,13694,1,8.0,True,1
12,37,5957,1,10.5,False,0
9,64,8678,1,6.0,False,1
7,54,13131,1,12.9,True,0
8,110,11666,1,6.0,True,1
3,42,12987,1,5.0,False,0
23,85,6796,1,6.0,True,1
17,69,8462,1,5.5,True,0
24,2,4520,1,4.5,True,1
8,17,2100,1,5.0,True,0
7,7,7480,0,26.0,True,0
19,4,6960,1,13.0,True,1
1,33,13930,1,4.5,True,1
28,83,6545,1,7.0,True,0
0,113,12622,1,6.0,True,0
7,4,2714,1,6.0,True,1
8,95,11262,1,4.33,True,1
21,89,822,1,9.5,False,0
8,47,8564,1,3.0,True,1
28,28,1206,1,8.0,True,1
0,61,10027,0,4.5,True,1
8,17,1090,1,3.25,True,0
9,62,8221,0,13.0,False,1
16,110,5972,1,6.5,False,0
11,97,11657,0,26.0,True,0
0,26,5642,0,7.5,True,1
12,47,15093,1,9.0,False,0
29,6,4651,1,6.5,False,0
8,62,11889,1,4.0,True,1
22,26,14921,1,1.91,True,1
0,110,11109,1,2.1,True,1
14,76,2481,1,6.5,True,1
0,74,2183,0,11.0,True,1
6,62,904,1,12.0,True,0
5,72,5037,1,9.0,False,0
8,42,4865,1,11.0,True,1
30,77,215,1,2.0,False,1
22,47,14487,1,3.25,True,1
21,35,8394,1,13.0,False,0
1,64,9954,1,18.0,True,0
8,95,2144,1,3.25,True,0
1,48,11773,1,11.0,True,0
16,30,8052,1,9.0,False,0
16,21,815,1,13.0,False,1
3,51,7677,1,2.75,False,1
6,107,1198,1,8.0,True,0
27,14,8117,0,101.0,False,0
20,114,3575,1,10.0,True,0
8,11,4639,1,6.5,True,0
17,104,11127,0,7.0,True,1
0,2,14022,0,19.0,True,0
22,67,8505,1,10.0,True,1
0,23,7488,0,5.0,True,1
28,54,3147,1,6.0,True,1
7,73,7850,0,34.0,True,1
23,110,13409,1,4.0,True,0
0,19,57,0,5.5,True,1
22,76,3716,1,2.5,True,1
30,51,12713,0,9.0,False,1
21,2,14110,1,5.0,False,1
22,72,10121,1,3.5,True,0
28,86,3301,1,9.0,True,0
24,2,10679,1,6.0,True,1
14,54,4111,1,6.0,True,0
14,54,5333,1,9.0,True,0
17,37,5055,1,3.25,True,0
28,73,4262,1,7.0,True,0
17,39,13775,1,6.0,True,1
17,104,7211,0,7.5,True,1
22,4,7363,1,5.0,True,1
21,51,14831,1,6.0,False,0
0,60,3123,1,3.0,True,1
24,2,10982,1,8.0,True,0
3,17,9898,1,5.5,False,1
1,110,1700,1,5.0,True,1
8,66,6994,1,4.5,True,1
7,74,13237,1,26.0,True,0
28,7,11871,1,7.0,True,1
4,70,1865,1,3.5,False,1
7,110,15439,0,21.0,True,0
26,16,6469,1,9.5,True,0
3,17,12079,1,2.75,False,0
0,42,5865,0,5.0,True,1
8,14,3028,1,3.5,True,1
5,73,15376,1,2.88,False,0
2,111,15626,0,19.0,True,1
14,96,10221,1,6.0,True,1
3,16,10145,1,3.75,False,0
29,16,3886,1,4.33,False,0
29,62,8187,1,5.5,False,0
1,62,6934,1,3.5,True,1
28,65,11553,1,15.0,True,1
27,11,4291,1,7.0,False,0
22,115,13024,1,5.0,True,0
9,19,13374,1,6.0,False,1
0,35,14837,0,6.0,True,1
2,85,797,1,2.38,True,1
30,111,14375,1,5.0,False,1
28,110,8141,1,9.0,True,1
3,54,5329,1,6.0,False,0
6,16,14021,1,17.0,True,0
7,48,6127,0,16.0,True,0
12,94,12405,1,7.08,False,1
28,36,1654,1,5.0,True,0
9,33,826,1,3.0,False,1
0,17,11669,1,3.5,True,1
18,18,13996,1,5.0,False,0
1,74,14793,1,8.0,True,1
0,19,752,0,3.75,True,1
17,75,10424,1,6.0,True,0
3,65,14701,1,4.0,False,1
28,96,737,1,15.0,True,1
3,104,5690,1,7.0,False,1
20,47,11899,1,4.6,True,0
27,62,9266,1,5.5,False,1
12,111,11094,1,10.0,False,0
0,37,2537,1,2.25,True,0
28,54,4808,1,17.0,True,0
14,86,7052,1,9.0,True,1
19,110,12541,1,9.0,True,1
7,8,10119,0,15.0,True,1
12,62,8982,1,6.0,False,1
8,33,14091,1,4.33,True,0
28,113,7895,1,6.5,True,0
16,72,1767,1,5.0,False,0
1,33,12350,1,15.0,True,0
8,18,1872,1,5.5,True,1
29,48,5409,0,12.0,False,1
28,86,15505,1,17.0,True,0
8,111,12168,1,5.5,True,0
1,69,11891,1,9.0,True,1
0,54,6065,1,4.5,True,0
17,48,711,0,9.0,True,1
8,14,3950,1,7.5,True,0
0,17,14398,0,6.0,True,1
22,72,11518,1,3.0,True,1
25,10,8456,1,9.0,True,1
20,94,6022,1,5.2,True,0
8,113,4380,1,4.0,True,1
3,42,13236,1,3.5,False,0
27,26,12058,1,17.0,False,0
28,54,9111,1,17.0,True,0
0,2,2554,1,4.5,True,1
1,5,3409,0,51.0,True,0
11,2,872,0,15.0,True,0
8,65,5682,1,7.0,True,1
19,54,14105,1,10.0,True,0
3,110,11142,1,4.5,False,0
1,80,8391,1,4.5,True,0
28,113,6439,1,17.0,True,0
18,72,11487,0,11.0,False,1
0,114,9491,0,8.0,True,0
6,42,13604,1,34.0,True,0
28,83,3824,1,9.0,True,0
24,48,10585,1,11.0,True,1
1,111,9531,1,3.25,True,1
8,54,7085,1,5.5,True,1
16,14,960,1,8.0,False,0
14,76,6746,1,9.0,True,0
1,86,12805,1,5.5,True,1
3,0,14804,1,7.0,False,0
22,42,1627,1,5.0,True,1
3,26,5056,1,1.73,False,1
17,18,13367,0,9.0,True,0
28,99,11521,1,17.0,True,1
28,12,13628,1,11.0,True,0
29,74,12942,1,7.5,False,1
14,25,11529,1,13.0,True,0
15,86,12411,1,3.0,True,1
3,39,4837,1,3.75,False,1
29,16,10097,1,5.0,False,0
21,95,2477,0,26.0,False,0
27,16,11395,0,21.0,False,0
3,94,9563,1,4.5,False,1
21,12,1526,1,9.0,False,1
8,66,2652,1,8.5,True,0
13,17,14863,1,2.0,True,1
5,86,2523,1,8.0,False,1
12,111,8681,1,26.0,False,0
29,109,5064,1,9.0,False,1
23,12,11868,1,8.0,True,0
28,89,537,1,7.0,True,0
14,7,3000,1,9.0,True,0
29,96,3991,1,3.75,False,0
20,16,9520,1,5.2,True,0
8,95,6789,1,2.88,True,1
8,54,4848,1,4.33,True,1
29,17,12112,0,17.0,False,0
1,12,9026,0,51.0,True,0
14,92,15268,0,7.0,True,1
16,96,9979,1,10.0,False,0
24,86,2860,1,6.5,True,0
3,54,1301,1,5.5,False,1
1,87,14741,1,4.5,True,1
9,72,15169,1,5.0,False,0
22,111,11241,1,6.0,True,0
14,74,3202,1,9.0,True,0
19,54,11978,1,9.0,True,0
14,42,5655,1,9.0,True,1
14,17,628,0,15.0,True,1
5,0,5525,1,3.0,False,0
1,72,4922,1,4.0,True,1
21,54,15138,0,33.0,False,1
12,14,8453,1,26.0,False,1
6,66,13368,0,8.0,True,1
28,48,9601,1,8.5,True,1
1,54,15633,1,11.0,True,0
3,10,2233,1,3.75,False,0
24,81,1016,1,7.5,True,1
9,111,15057,1,3.0,False,1
17,77,10886,1,4.5,True,0
7,73,5817,0,21.0,True,1
29,54,8754,0,13.0,False,0
22,16,11643,1,3.25,True,0
11,91,2829,0,26.0,True,1
3,26,1662,1,9.0,False,0
0,28,11566,1,2.1,True,1
27,111,15167,0,17.0,False,1
12,52,7222,1,15.0,False,0
30,8,1481,1,1.8,False,1
22,14,13114,1,5.5,True,1
0,92,11290,0,5.0,True,1
16,111,2613,1,7.5,False,1
4,47,5933,0,15.0,False,1
22,111,7534,1,2.2,True,0
0,74,5292,0,11.0,True,1
27,92,14564,1,4.5,False,0
11,85,14975,0,13.0,True,1
28,0,15323,1,6.0,True,1
14,4,9206,0,6.5,True,1
19,62,7868,1,17.0,True,0
24,24,4027,1,10.0,True,0
30,54,2281,1,5.0,False,1
27,80,7713,1,26.0,False,0
13,33,15443,0,6.5,True,1
7,62,2922,1,13.0,True,1
29,54,10117,0,8.0,False,1
16,2,4548,1,9.0,False,0
29,54,4006,0,6.0,False,0
28,62,759,1,7.5,True,0
21,83,12985,0,26.0,False,0
3,0,12019,1,4.0,False,1
21,2,4089,1,7.0,False,0
16,80,11392,1,7.0,False,0
8,4,5692,1,3.75,True,1
29,14,6191,0,12.0,False,0
2,47,6531,1,8.5,True,0
28,62,5720,1,13.0,True,0
8,111,14277,1,3.5,True,1
3,14,7837,1,1.91,False,0
28,4,10152,1,8.0,True,1
22,86,7838,1,4.0,True,1
9,12,11940,1,6.5,False,1
30,74,2171,1,6.5,False,1
9,85,14935,1,3.5,False,1
4,54,10801,0,23.0,False,1
3,53,12576,1,5.0,False,0
20,74,10023,1,5.1,True,1
20,48,6018,1,5.11,True,1
28,72,6733,1,10.0,True,0
3,42,9519,1,6.0,False,1
7,65,5788,1,4.8,True,0
29,6,9013,1,5.5,False,0
3,74,6800,1,4.0,False,1
0,62,11360,1,7.0,True,0
16,107,6765,1,14.0,False,0
3,26,724,1,5.5,False,0
14,62,14139,1,7.0,True,0
3,92,8765,1,2.88,False,1
3,12,10349,1,1.91,False,1
28,7,983,1,8.0,True,1
5,104,709,1,3.0,False,1
8,62,8655,1,2.75,True,0
8,16,3643,1,5.0,True,0
8,75,10315,1,4.33,True,0
19,11,1006,1,11.0,True,0
30,74,3528,1,5.0,False,1
21,10,5375,0,34.0,False,0
7,67,1246,0,13.0,True,0
17,94,12503,1,6.0,True,1
17,8,2073,0,17.0,True,1
17,51,7695,1,3.5,True,0
24,26,13326,1,17.0,True,1
1,62,2222,1,3.5,True,0
27,10,13704,0,51.0,False,1
14,69,1509,1,7.0,True,0
22,48,10218,1,3.0,True,0
16,18,8629,1,5.0,False,0
24,72,1349,1,7.5,True,0
3,47,7276,1,1.8,False,1
18,107,14398,0,9.5,False,1
22,85,5185,1,5.0,True,1
29,86,15341,0,10.0,False,1
16,26,6823,1,8.0,False,1
21,7,9797,1,9.0,False,1
29,74,9426,1,13.0,False,1
7,73,10308,1,20.0,True,0
29,16,7342,1,7.5,False,0
30,95,13179,1,3.0,False,0
8,24,11098,1,3.5,True,1
7,111,503,0,21.0,True,1
16,81,12970,1,12.0,False,1
8,92,2089,1,2.62,True,1
9,35,8964,1,3.75,False,1
8,0,773,1,3.0,True,0
27,49,2800,0,26.0,False,0
22,19,10840,1,5.0,True,1
24,114,4887,1,10.0,True,0
14,18,10820,1,41.0,True,0
7,14,5712,1,16.2,True,0
22,94,1868,1,3.25,True,1
21,16,1953,1,8.0,False,1
22,54,15523,1,2.75,True,1
28,4,4683,1,13.0,True,0
1,14,11952,0,26.0,True,0
14,62,10404,0,19.0,True,1
2,54,10808,1,26.0,True,0
8,17,13273,1,8.0,True,1
4,26,13180,0,17.0,False,0
29,69,9452,1,3.25,False,0
29,53,10195,1,7.0,False,0
21,26,5795,1,6.0,False,1
1,0,13788,0,67.0,True,0
0,111,11109,0,5.0,True,1
28,95,2775,1,5.5,True,0
28,107,9841,1,3.5,True,1
16,62,8842,1,3.75,False,1
4,62,10852,0,29.0,False,1
3,48,15226,1,2.62,False,1
12,62,13227,1,11.2,False,0
27,69,10111,1,8.0,False,0
13,62,7508,1,16.0,True,0
24,4,9963,1,13.0,True,0
17,89,15509,1,4.5,True,0
0,16,9144,1,2.88,True,1
0,67,4724,0,9.0,True,1
17,92,14463,0,11.0,True,0
9,12,3107,0,11.0,False,1
28,17,11669,1,10.0,True,0
3,79,13835,1,2.38,False,1
16,14,2988,1,5.5,False,1
4,10,1326,0,13.0,False,0
28,106,14505,1,17.0,True,1
7,111,9360,0,21.0,True,0
0,80,5956,0,7.0,True,1
1,7,3872,1,13.0,True,0
2,85,2947,0,67.0,True,0
29,16,625,1,7.0,False,0
1,19,14485,1,21.0,True,0
8,110,11554,1,3.5,True,1
21,11,6154,1,8.0,False,0
8,85,4322,1,4.0,True,1
8,33,9290,1,5.5,True,0
28,12,265,1,7.5,True,1
3,80,6337,1,3.25,False,1
22,83,381,1,2.63,True,1
3,47,2675,1,7.0,False,0
30,62,1884,1,3.75,False,0
22,93,962,1,2.75,True,1
8,74,6905,1,2.75,True,0
8,65,11723,1,7.0,True,0
12,75,4675,1,23.0,False,1
1,85,11170,1,4.5,True,0
29,74,5613,1,6.5,False,1
7,92,7621,0,21.0,True,1
21,26,10339,1,7.0,False,1
8,2,1157,1,6.0,True,1
8,69,7535,1,4.33,True,1
28,33,2570,1,9.0,True,1
7,35,3413,0,11.0,True,1
16,62,13088,1,3.75,False,1
29,10,794,1,6.0,False,0
19,26,14971,1,62.0,True,0
8,92,4654,1,5.0,True,0
27,4,7066,1,21.0,False,0
27,14,12930,1,8.0,False,0
6,62,10561,1,5.0,True,1
3,2,14602,1,6.0,False,0
17,14,13448,0,13.0,True,0
22,31,2719,1,2.1,True,1
3,86,4662,1,2.75,False,1
8,74,10869,1,4.5,True,1
2,69,11512,1,3.75,True,0
1,42,3097,1,10.0,True,1
8,0,6425,1,3.25,True,1
8,75,14705,1,6.0,True,1
22,65,6899,1,4.5,True,0
3,54,13864,1,4.0,False,0
30,2,2346,1,3.0,False,0
14,59,13406,0,15.0,True,1
1,86,11014,1,3.75,True,1
7,19,2965,0,15.0,True,0
3,12,14989,1,6.5,False,1
8,66,7133,1,7.0,True,1
28,26,4475,1,8.5,True,0
3,54,4532,1,3.0,False,0
22,93,10162,1,2.88,True,1
30,65,6775,1,5.0,False,0
30,72,10533,1,4.0,False,1
4,72,9212,1,5.0,False,0
8,114,492,1,9.0,True,1
1,113,12401,1,21.0,True,0
4,42,11537,0,11.0,False,0
0,81,578,0,8.0,True,1
19,76,5927,1,9.0,True,0
28,106,7465,1,8.0,True,0
28,12,14432,1,7.0,True,0
28,54,6000,1,8.0,True,1
0,6,4830,1,2.38,True,1
18,17,11628,0,7.0,False,0
16,112,9116,1,34.0,False,0
6,92,9425,0,21.0,True,1
0,26,13795,1,3.25,True,1
14,12,1377,1,4.33,True,0
0,111,6504,0,5.5,True,1
28,95,8817,1,7.0,True,1
29,49,14904,1,7.0,False,1
28,69,12884,1,8.0,True,1
24,48,5873,1,7.5,True,1
30,111,9816,1,4.5,False,0
1,54,11680,1,6.0,True,1
3,92,9160,1,6.5,False,0
3,86,4872,1,3.25,False,1
24,81,6723,1,9.0,True,1
0,92,8456,1,3.5,True,0
16,64,443,0,8.0,False,1
24,2,9744,1,13.0,True,1
1,111,1333,0,10.0,True,1
7,74,6982,0,17.0,True,1
16,111,11378,0,9.0,False,0
22,37,4245,1,4.0,True,1
8,73,11511,1,3.5,True,1
17,13,11691,1,6.0,True,0
21,24,5000,0,26.0,False,1
26,74,9043,1,20.0,True,0
16,81,2255,1,26.0,False,0
12,62,13680,1,15.0,False,0
0,43,914,1,4.0,True,0
3,26,13196,1,5.5,False,0
21,79,9199,1,13.0,False,1
4,54,6487,0,15.0,False,0
3,96,5400,1,8.5,False,0
8,6,7887,1,3.0,True,0
19,76,13822,1,26.0,True,0
29,112,4498,1,8.0,False,1
8,59,11827,1,4.5,True,1
3,17,12157,1,6.0,False,0
21,106,2646,1,4.5,False,1
4,111,11113,0,34.0,False,1
9,66,10197,1,5.0,False,1
24,48,5941,1,10.0,True,0
28,14,12467,1,6.0,True,0
17,7,5711,0,8.5,True,1
29,109,8473,1,4.0,False,0
27,54,13678,1,5.0,False,0
7,111,4436,1,17.0,True,1
18,54,15565,0,9.0,False,1
28,54,2744,1,6.5,True,0
28,36,1455,1,13.0,True,1
14,101,10841,0,29.0,True,0
27,62,10091,1,9.0,False,1
20,48,14829,1,4.92,True,1
28,83,11516,1,5.5,True,1
29,76,9874,1,7.0,False,1
16,76,15219,1,4.5,False,0
7,42,14397,0,13.0,True,1
3,74,9421,1,3.75,False,1
6,62,12885,0,13.0,True,1
28,54,2470,1,5.0,True,0
25,91,1309,1,2.1,True,0
28,83,10115,1,6.0,True,1
28,83,2684,1,8.0,True,0
28,51,8071,1,10.0,True,0
14,76,7355,1,7.0,True,0
8,17,7194,1,5.5,True,1
29,53,15058,1,6.5,False,1
20,42,21,1,8.6,True,0
9,4,14702,0,9.5,False,1
8,111,7370,1,4.5,True,0
8,54,7746,1,10.0,True,0
16,110,7502,1,26.0,False,0
28,42,13986,1,11.0,True,1
3,33,13422,1,4.5,False,1
8,4,14686,1,3.5,True,1
4,34,15524,1,3.0,False,0
2,111,1737,0,26.0,True,0
8,72,2738,1,3.5,True,1
1,35,12059,1,7.0,True,0
8,51,8592,1,3.75,True,1
22,48,4028,1,3.0,True,1
0,34,14936,1,4.0,True,1
26,72,2224,1,15.5,True,0
18,114,3827,0,7.0,False,0
3,48,15538,1,3.75,False,1
24,6,1675,1,13.0,True,0
4,10,12335,0,21.0,False,1
17,37,4584,0,15.0,True,0
14,62,2371,1,3.5,True,0
17,17,13154,0,41.0,True,0
13,111,6656,1,34.0,True,0
24,2,7918,1,9.0,True,1
22,111,767,0,6.0,True,1
13,72,1997,0,8.0,True,1
17,104,3256,1,1.8,True,1
1,104,5055,1,15.0,True,0
4,73,3735,0,12.0,False,1
30,51,15524,1,2.25,False,1
0,114,9050,1,4.5,True,1
1,48,12801,1,1.91,True,1
7,62,5840,1,9.5,True,1
0,43,10491,0,8.0,True,1
29,13,9006,1,4.5,False,0
28,2,6087,1,7.0,True,0
17,65,6643,1,3.0,True,1
28,80,5730,1,5.5,True,1
24,41,5299,1,23.0,True,0
19,76,11092,1,8.0,True,0
14,16,1641,0,6.5,True,1
3,0,10192,1,7.5,False,0
5,48,9642,1,2.38,False,0
22,66,8573,1,3.5,True,1
7,74,5822,0,22.0,True,0
8,4,4206,1,3.25,True,1
16,12,14879,1,21.0,False,0
27,65,4198,1,7.0,False,0
17,72,2738,1,3.5,True,1
28,59,7247,1,3.5,True,1
22,80,6985,0,11.0,True,0
6,111,7921,1,21.0,True,0
22,4,265,1,4.0,True,1
8,37,14249,1,2.75,True,0
7,92,13458,0,17.0,True,1
8,11,13322,1,3.25,True,0
20,2,11614,1,5.3,True,0
12,111,1314,1,8.0,False,0
14,4,12210,1,4.0,True,0
8,62,3051,1,6.5,True,0
10,111,8019,1,3.75,False,1
0,74,6941,1,26.0,True,0
24,21,2975,1,5.5,True,0
