age,education_fill_1,proof_submitted,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none
45,2,0,776028,884508,2,2,0
30,2,0,672156,810336,0,0,0
31,2,0,603636,790104,0,0,0
29,2,0,581316,816000,5,3,0
32,2,0,516588,786432,0,0,0
35,1,0,600372,825480,0,0,0
47,1,0,699108,850680,9,5,0
30,2,0,687108,1255332,0,0,0
26,2,0,533340,650400,0,0,0
39,2,1,514920,750384,13,4,0
27,2,0,667908,805524,19,15,0
32,1,0,639636,879276,0,0,0
27,1,0,423588,544500,3,3,0
27,2,0,701928,935448,0,0,0
31,2,0,512916,791616,0,0,0
40,1,2,530520,957600,21,7,0
24,1,0,892548,1472820,0,0,0
33,1,0,784584,924000,0,0,0
32,2,0,434028,790860,0,0,0
28,1,0,632436,827160,2,2,0
25,1,0,655908,790800,0,0,0
30,2,0,468468,595116,0,0,0
23,1,0,835344,1347792,0,0,0
27,2,0,798828,930300,13,11,0
43,2,0,611736,843768,0,0,0
46,2,0,550140,781812,5,4,0
31,2,0,504168,855660,0,0,0
36,2,1,600936,690696,0,0,0
29,2,0,603636,740640,4,3,0
39,2,0,393408,539544,0,0,0
39,1,3,372780,906972,0,0,0
36,2,1,816756,1136952,7,2,0
45,1,0,648936,821556,0,0,0
26,1,0,550188,847080,0,0,0
36,1,0,630936,744000,3,0,0
45,1,1,686820,910020,3,3,0
31,2,0,849804,1063140,3,3,0
32,1,0,574788,852000,4,4,0
40,1,0,654156,773400,5,4,0
35,1,0,664668,834732,2,2,0
40,2,0,644736,792000,3,2,0
45,2,0,734556,864000,8,0,0
28,1,1,537864,737676,0,0,0
25,2,4,532188,860400,0,0,0
33,1,0,569484,876360,3,2,0
35,1,0,892812,1233816,0,0,0
27,2,0,727356,883776,2,0,0
43,1,1,693108,1254960,0,0,0
31,2,1,754188,897672,0,0,0
39,2,0,790584,900192,3,2,0
50,1,0,609636,891600,2,0,0
26,1,0,970236,1261200,0,0,0
40,1,0,580188,694068,2,0,0
41,1,0,627636,768240,13,6,0
38,1,0,712956,934224,6,3,0
41,2,2,654228,832716,46,2,0
37,2,0,701364,834000,0,0,0
48,2,0,711108,872760,0,0,0
31,2,0,623736,1148664,0,0,0
30,1,0,601236,864720,3,3,0
45,2,0,639636,846120,0,0,0
47,2,0,665868,892020,3,0,0
48,2,0,547788,840000,3,3,0
35,2,0,865476,1133508,13,7,1
31,2,0,425268,706920,0,0,0
26,1,0,750396,854400,4,3,0
25,1,0,592236,750600,3,2,0
30,2,0,687756,780648,0,0,0
27,1,3,852204,1172844,0,0,0
32,2,2,649656,913500,0,0,0
35,1,0,627636,1000632,0,0,0
42,2,0,632220,753624,0,0,0
38,2,0,644736,780924,5,4,0
37,1,0,566388,741600,0,0,0
27,2,0,658356,993456,6,5,0
41,2,0,600936,693768,0,0,0
33,1,0,807228,925056,4,3,0
47,2,0,617136,950400,2,2,0
32,1,0,606636,758328,18,5,0
38,1,3,673908,836436,0,0,0
48,2,1,426444,591372,0,0,0
27,1,0,457008,766296,0,0,0
24,1,0,711108,1161924,0,0,0
31,2,0,915012,1258524,2,2,0
45,2,0,556188,913704,2,2,0
49,2,1,770556,921216,0,0,0
37,2,1,730164,921960,0,0,0
23,1,0,701076,924000,4,3,0
32,1,0,816984,957672,0,0,0
33,1,0,428604,705756,2,0,0
34,2,0,666156,847944,2,2,0
26,1,0,600936,767796,0,0,0
43,2,0,621600,768360,58,5,0
30,2,0,600036,762684,0,0,0
29,1,0,568188,776772,0,0,0
40,2,1,727764,900000,0,0,0
28,1,2,568188,808392,0,0,0
35,2,0,489528,791172,8,5,0
28,2,0,521148,715212,0,0,0
40,2,0,704556,869148,9,0,0
39,2,0,956796,1158600,6,3,0
26,1,1,606036,818760,3,3,0
27,2,1,890292,1332168,0,0,0
34,1,0,678108,869652,2,0,0
46,2,0,767364,870288,2,2,0
33,2,0,639636,872196,3,0,0
32,2,0,479772,812532,0,0,0
33,2,0,789588,1045200,14,11,0
31,1,0,834204,1004400,2,0,0
42,1,0,523404,696900,0,0,0
33,1,0,586188,708600,0,0,0
45,2,1,658956,761544,7,5,0
29,2,0,722556,1183488,0,0,0
27,2,0,806028,1276188,0,0,0
26,1,3,393384,863292,3,3,0
49,2,0,632436,1228572,0,0,0
33,1,0,605736,831816,0,0,0
35,2,0,645108,806304,14,9,0
28,1,0,599916,858048,3,2,0
28,2,1,544188,905556,0,0,0
44,2,0,805200,1023360,5,2,0
44,2,1,962424,1267008,0,0,0
25,1,0,662556,763308,0,0,0
45,2,0,778584,938160,4,4,0
43,2,0,674268,821712,64,13,0
48,2,0,532188,863448,8,3,0
34,1,0,806028,937800,13,2,0
34,1,0,652548,808116,0,0,0
38,2,0,574188,768612,2,2,0
45,2,0,579396,723600,4,0,0
29,1,0,643236,822540,2,0,0
38,1,0,606036,816000,0,0,0
43,2,0,746868,978708,0,0,0
30,2,0,715356,924720,0,0,0
44,2,1,580380,805044,0,0,0
33,1,0,631104,775104,3,0,0
30,2,0,825804,1133184,0,0,0
28,1,0,551388,1353276,5,5,0
25,1,0,512100,750924,0,0,0
48,1,0,608436,851040,0,0,0
47,1,1,492888,832860,15,7,0
45,1,0,705756,817596,2,2,0
44,1,0,762576,885000,0,0,0
23,1,0,768000,939888,24,4,0
29,1,0,1027440,1394400,0,0,0
25,1,0,607236,797724,0,0,0
39,2,0,664956,770016,9,2,0
42,2,0,580188,1234572,3,0,0
33,2,0,825804,949644,11,5,0
46,1,0,324948,889836,0,0,0
38,1,0,645756,825468,8,3,0
42,1,0,727356,897336,6,4,0
27,1,0,636996,845940,10,2,0
33,1,0,574140,936000,0,0,0
36,1,0,339492,736116,4,4,0
26,2,0,704556,866868,5,4,0
29,2,1,897948,1441788,0,0,0
25,1,0,867804,1186332,0,0,0
43,2,0,431268,579240,2,2,0
27,1,0,574188,921792,4,2,0
39,2,1,734964,942012,0,0,0
48,1,0,657108,770604,12,4,0
46,2,0,876708,1156824,13,2,0
43,2,0,778584,951576,0,0,0
46,2,0,806028,964200,9,5,0
26,2,0,877200,1235724,0,0,0
43,2,0,1007040,1365600,3,3,0
25,1,0,675108,824712,3,0,0
38,2,0,675108,836316,2,2,0
28,2,0,857400,1043124,0,0,0
22,1,0,639636,826620,0,0,0
41,1,0,663600,812616,0,0,0
34,2,0,652476,1236444,0,0,0
32,1,3,956232,1304244,0,0,0
32,1,0,766428,1188000,17,6,0
42,1,0,548988,800280,0,0,0
28,2,0,588936,831780,0,0,0
32,2,0,707364,1027356,0,0,0
28,2,0,675108,913740,0,0,0
33,1,0,594036,767904,0,0,0
33,1,0,597636,824520,0,0,0
33,1,0,580188,749052,0,0,0
28,1,0,584988,803388,0,0,0
33,2,0,570540,867888,4,3,0
41,1,0,529428,805500,0,0,0
36,2,0,1062756,2085108,8,3,0
47,2,0,648156,836460,3,3,0
26,1,0,861804,1231008,0,0,0
34,2,0,684156,1045332,0,0,0
42,2,0,573276,742740,3,2,0
29,1,0,764028,1147992,2,2,0
43,2,0,586740,762960,5,0,0
24,2,0,630936,769452,0,0,0
38,2,3,688596,1338672,0,0,0
33,2,0,745764,853644,0,0,0
33,2,1,317508,677700,0,0,0
38,1,0,873804,1134000,0,0,0
48,1,0,309432,763416,3,3,0
32,2,0,574188,838044,5,2,0
25,1,0,725436,922848,0,0,0
24,1,1,548268,848028,2,2,0
43,2,0,520920,780948,0,0,0
38,1,0,1086660,1233804,7,5,0
47,2,0,746556,977352,0,0,0
41,1,0,591636,740388,0,0,0
33,2,0,673908,840312,0,0,0
46,2,0,934548,1275600,3,0,0
25,2,0,601236,834468,0,0,0
24,1,0,1262244,1517532,2,2,0
29,2,0,615636,776400,3,0,0
30,2,0,849804,960504,2,2,0
41,2,0,603336,699600,0,0,0
27,1,0,550188,780432,2,2,0
29,2,0,532728,1199772,3,2,0
26,2,0,443268,864468,0,0,0
45,2,0,770556,1038492,3,3,0
33,2,0,363408,822936,2,2,0
34,1,0,651636,735600,5,0,0
27,1,0,638436,808788,6,2,0
48,1,0,853476,933108,5,2,0
49,2,0,614676,769572,6,3,0
27,2,0,461268,769236,0,0,0
29,1,0,678156,814212,0,0,0
47,2,0,565740,807276,0,0,0
42,2,0,760164,870192,3,2,0
31,1,0,680448,865476,10,7,0
40,1,0,876336,1416336,0,0,0
30,1,0,407808,568224,2,2,0
32,2,1,559788,810504,0,0,0
30,1,0,406332,808080,0,0,0
26,1,0,872604,1169712,0,0,0
34,2,0,627636,826392,0,0,0
34,1,0,677508,1266384,8,5,0
37,2,0,365808,887520,0,0,0
31,1,2,636036,1003716,0,0,0
33,1,0,626436,803580,6,3,0
38,1,0,578988,737640,0,0,0
41,2,0,175428,652872,5,2,0
26,1,0,663108,943224,0,0,0
50,1,0,659508,791676,4,0,0
26,2,0,584988,719496,15,6,0
36,1,0,657108,828000,18,10,0
25,2,0,592188,822240,0,0,0
40,2,0,746964,1062000,0,0,0
40,2,0,556188,725520,8,2,0
47,1,1,562188,829920,0,0,0
31,2,1,508728,850464,0,0,0
41,2,0,606936,972000,0,0,0
31,1,0,620436,817440,0,0,0
32,2,0,690156,844416,6,3,0
37,1,1,699108,853860,2,0,0
28,2,0,903012,1163040,0,0,0
43,2,0,643236,734040,2,2,0
50,1,0,508728,737160,2,0,0
31,2,0,483600,900468,0,0,0
30,2,0,658236,934260,0,0,0
25,2,0,699108,1340040,0,0,0
38,2,0,706956,803580,0,0,0
30,2,0,1157880,1662000,0,0,0
37,2,1,891012,1231200,0,0,0
31,2,0,644556,786000,2,2,0
36,2,3,520728,765300,0,0,0
37,2,0,818028,923100,0,0,0
47,2,1,878604,1419900,0,0,0
29,2,0,669756,927540,0,0,0
34,2,0,705108,821040,0,0,0
30,1,0,633636,835500,0,0,0
31,1,2,496728,803112,0,0,0
28,1,0,778584,1010400,3,2,0
28,1,0,684000,950580,7,4,0
34,2,1,710964,866904,2,2,0
29,1,0,999996,1404756,0,0,0
26,2,0,532728,1007592,0,0,0
32,2,0,606336,735924,0,0,0
27,2,0,675108,812748,5,5,1
41,2,0,1015440,1380000,7,6,0
27,1,0,1385016,2094180,0,0,0
33,2,0,687108,1068300,0,0,0
35,2,2,681108,902772,0,0,0
25,1,0,998232,1754400,0,0,0
32,2,0,595428,956580,9,3,0
38,1,0,750156,855816,0,0,0
28,1,0,568740,704664,2,2,0
30,2,0,524988,796404,3,3,0
46,2,0,633636,786000,0,0,0
48,2,0,558588,727140,0,0,0
48,1,0,521328,706140,3,2,0
31,2,0,365808,840804,2,0,0
32,1,0,746556,1446036,0,0,0
46,2,1,657108,830880,3,2,0
39,1,0,696156,807612,6,4,0
46,2,0,762504,920400,4,3,0
42,2,0,663108,797148,26,7,0
39,2,1,604536,863460,0,0,0
30,1,0,627636,777984,2,0,0
44,2,0,693108,841932,8,6,0
34,1,0,550248,719436,0,0,0
45,1,0,939012,1377588,0,0,0
41,2,0,568188,710160,3,2,0
27,2,1,607236,856980,0,0,0
27,2,0,924948,1177380,0,0,0
33,1,0,867804,1188504,13,8,0
47,1,0,545964,749316,2,2,0
47,2,2,648228,831276,15,8,1
28,1,0,520728,715200,0,0,0
41,2,0,666156,769740,2,2,0
28,1,0,629736,763524,0,0,0
41,1,0,591636,768120,0,0,0
29,2,0,408468,840864,0,0,0
39,2,1,642156,909156,0,0,0
28,2,0,675108,787536,0,0,0
42,2,0,508728,810000,0,0,0
38,1,0,610536,800400,0,0,0
27,1,0,565740,694068,0,0,0
28,2,0,684156,911892,0,0,0
32,1,1,688956,840120,0,0,0
34,1,0,385008,534960,0,0,0
38,1,0,734556,830724,5,0,0
33,2,1,939312,1282680,2,2,0
26,1,0,686556,846936,0,0,0
30,2,0,865476,1023756,7,5,0
41,1,0,754956,929160,0,0,0
29,1,0,728364,843396,0,0,0
47,2,0,643236,856200,0,0,0
42,2,0,675108,777876,18,5,0
39,2,0,712956,842244,4,0,0
37,1,0,658956,843624,4,2,0
43,1,0,541740,735600,0,0,0
28,2,0,756744,948288,0,0,0
42,2,0,860004,1192200,2,2,0
30,1,0,693108,873408,0,0,0
30,1,0,330348,862704,4,2,0
31,2,0,826476,1088040,19,8,0
30,1,0,746556,841200,0,0,0
32,2,0,687108,876432,0,0,0
27,2,0,877476,1307568,0,0,0
37,1,0,672000,851976,0,0,0
48,2,0,580188,864456,8,3,0
29,2,0,663108,791172,0,0,0
34,1,0,779568,939456,0,0,0
23,1,0,677508,819240,0,0,0
32,1,3,636936,873252,0,0,0
47,2,0,603636,799548,3,2,0
50,2,1,630936,1015416,6,4,0
42,1,0,568188,736260,2,0,0
40,2,3,565740,790128,6,2,0
35,1,0,613536,734820,0,0,0
44,2,0,638436,776508,0,0,0
35,2,0,593460,836688,2,2,0
26,2,0,702156,875580,0,0,0
47,2,0,367932,924000,0,0,0
32,1,0,616236,780000,0,0,0
25,2,1,574188,746292,2,2,0
29,2,0,538188,687588,0,0,0
31,2,0,556188,728940,4,2,0
27,1,0,697908,849180,0,0,0
28,2,0,657108,984780,0,0,0
26,1,0,417948,786264,0,0,0
36,1,0,693108,942060,0,0,0
29,1,0,636936,870000,0,0,0
48,1,0,870276,1194072,0,0,0
47,2,0,499128,733200,10,4,0
34,2,0,544188,783696,0,0,0
36,2,3,704964,859620,0,0,0
30,2,0,639636,869844,0,0,0
47,1,0,612000,875928,6,2,0
37,1,0,722364,884100,5,4,0
33,2,0,824028,1254192,20,4,0
31,1,0,653196,805488,3,2,0
33,1,0,867804,1064400,3,2,0
32,2,1,484728,767028,0,0,0
34,1,0,639636,828924,4,3,0
26,2,0,661188,1005936,0,0,0
25,2,0,411948,725352,0,0,0
34,2,0,480648,842940,0,0,0
30,2,0,600936,694056,4,3,0
43,1,0,701916,889752,0,0,0
24,1,1,612936,832800,0,0,0
41,2,0,443628,873984,3,2,0
47,2,0,546540,633660,5,2,0
47,1,0,534108,703620,7,5,0
44,2,0,597336,799632,0,0,0
50,1,0,711108,855996,5,3,0
33,2,0,600936,791700,0,0,0
49,1,0,651636,948900,2,2,0
45,1,0,865476,1008000,4,0,0
43,2,0,562188,865740,0,0,0
44,2,0,703908,800988,2,2,0
34,2,0,731364,885372,0,0,0
26,1,0,472044,869160,0,0,0
39,2,0,473592,585396,2,0,0
34,2,0,657108,769548,7,2,0
44,2,0,625236,821472,3,0,0
37,2,0,627636,1160796,2,2,0
28,2,0,584436,807840,2,2,0
22,1,0,430068,708468,0,0,0
28,2,0,847476,1086696,3,3,0
28,2,0,980232,1356000,0,0,0
33,1,3,1098600,1895604,0,0,0
47,1,0,894984,1083576,0,0,0
29,1,0,684756,952920,0,0,0
28,2,1,496728,984600,0,0,0
42,2,0,933012,1357200,9,4,0
24,2,1,790584,1239744,0,0,0
40,2,0,710484,965532,0,0,0
40,2,0,1127880,1302000,7,6,0
44,1,0,734964,838476,8,2,0
40,1,0,242400,561552,0,0,0
37,2,1,923556,1883904,0,0,0
31,1,0,675756,775212,8,4,0
39,1,3,504528,837096,8,3,0
42,1,0,618936,745404,0,0,0
29,1,0,792984,1007256,3,2,0
27,2,0,654984,865380,2,0,0
37,2,0,687108,849264,0,0,0
27,2,0,520728,715884,0,0,0
35,2,1,556188,868800,0,0,0
34,1,0,681108,787200,6,4,0
40,2,1,588936,785484,10,5,1
37,1,0,641736,737640,0,0,0
43,1,1,630156,942900,12,3,0
37,1,0,696156,962412,3,2,0
28,1,0,776028,986340,19,5,0
25,1,0,496728,594756,0,0,0
31,1,0,656556,756024,0,0,0
47,2,0,624936,813600,5,4,0
24,1,0,600936,840000,2,0,0
26,1,0,806028,1018836,0,0,0
28,2,0,474024,1311684,0,0,0
32,1,3,800184,1180500,0,0,0
48,2,0,505128,818256,0,0,0
36,2,0,547740,844656,3,3,0
29,1,0,631356,936204,3,3,0
28,2,0,484728,880584,0,0,0
25,1,0,903012,1242276,0,0,0
33,1,0,802704,967200,2,0,0
35,1,0,822828,944304,0,0,0
42,2,0,719364,821256,0,0,0
30,1,0,954756,1301700,0,0,0
50,2,0,663108,763164,2,2,0
34,1,0,864204,1136400,5,5,0
25,1,0,437268,724620,0,0,0
48,1,0,968796,1246320,0,0,0
30,1,0,670308,756912,7,6,0
45,2,0,648936,826800,7,4,0
29,1,0,849804,1295580,0,0,0
47,2,0,545964,714000,0,0,0
31,1,3,711636,1135680,0,0,0
25,1,0,285144,738240,0,0,0
36,1,0,603960,737676,0,0,0
43,1,0,750156,908304,8,4,0
45,2,0,716556,870804,0,0,0
46,1,0,696156,804900,0,0,0
31,1,0,742164,888000,3,2,0
48,2,0,666156,936000,3,2,0
25,2,0,645636,739356,0,0,0
39,1,0,667908,810648,4,4,0
37,2,0,1124280,1452024,0,0,0
36,1,0,568188,673884,5,2,0
32,2,0,861312,1164912,0,0,0
34,2,0,1636620,2418924,0,0,0
37,2,1,744564,955020,0,0,0
35,2,0,746760,898344,0,0,0
29,1,0,627636,725688,0,0,0
25,1,0,792984,1017096,0,0,0
34,2,1,713364,979272,0,0,0
32,1,0,708156,907680,0,0,0
35,2,0,879804,1535196,0,0,0
44,1,0,645600,773676,0,0,0
39,2,0,678600,787644,9,9,0
28,2,0,591636,780072,0,0,0
41,1,0,802428,913908,0,0,0
45,2,2,921012,1299372,0,0,0
24,1,0,507600,1183020,0,0,0
41,2,1,668556,850524,0,0,0
24,1,0,731364,927024,0,0,0
34,2,0,693108,800748,0,0,0
30,2,0,1530432,2280804,5,3,0
26,2,0,818028,1051200,0,0,0
25,2,3,772584,1208100,0,0,0
27,1,0,687756,888000,0,0,0
35,2,0,770556,1136592,3,3,0
29,1,0,574188,793992,9,7,0
41,2,0,615636,854400,0,0,0
36,1,0,696156,917400,4,4,0
37,2,0,606036,913200,2,0,0
40,2,1,861804,1255620,0,0,0
28,2,0,514728,741048,2,0,0
31,1,0,654156,787680,0,0,0
46,1,0,756744,1170000,3,3,0
39,1,0,636636,808464,0,0,0
29,1,0,802584,983640,0,0,0
45,1,0,654708,887448,0,0,0
33,2,0,773628,897936,3,2,0
30,1,0,742956,941352,0,0,0
46,1,0,663108,813600,0,0,0
25,1,0,694800,859272,0,0,0
48,2,0,694956,797316,0,0,0
31,1,0,630096,819036,0,0,0
40,2,0,671592,843468,0,0,0
45,2,0,627336,810984,8,2,0
49,2,0,702156,930228,0,0,0
43,1,3,645948,1092840,10,5,0
26,1,0,855804,1140000,0,0,0
29,1,0,885804,1200696,8,5,0
31,2,3,744864,1125012,0,0,0
41,1,0,671508,772572,5,2,0
46,2,0,520728,838260,0,0,0
48,2,0,580188,824520,21,9,1
30,1,1,591636,768480,0,0,0
36,2,0,687108,800700,0,0,0
33,1,0,647748,783048,0,0,0
34,1,0,853824,1056000,0,0,0
34,2,0,640836,829260,3,2,0
32,2,0,580188,768804,2,2,0
48,2,0,568188,901116,0,0,0
44,1,0,591636,768600,8,4,1
39,1,0,673356,818340,6,4,0
41,1,0,544188,740412,0,0,0
35,2,0,731556,958068,6,5,0
44,2,1,896016,1219068,0,0,0
26,2,1,1098660,1510200,0,0,0
48,2,0,664308,844260,0,0,0
27,1,0,1004112,1364748,0,0,0
34,2,0,616836,773916,0,0,0
49,1,0,614436,755400,0,0,0
22,1,1,536940,796860,0,0,0
27,2,0,556188,776112,0,0,0
47,2,1,665748,808464,3,2,0
43,1,0,607236,918912,4,0,0
36,2,0,473268,753120,9,5,0
44,1,0,713364,1069356,7,4,0
46,1,0,720000,864492,15,6,0
33,1,0,610836,818520,0,0,0
31,2,1,734556,1044144,3,2,0
36,2,0,800028,1027716,2,2,0
31,2,0,799428,1975176,0,0,0
31,1,0,654108,805296,0,0,0
43,1,0,615636,843768,2,2,0
46,2,0,1008384,1368000,8,8,0
40,1,0,512328,732000,4,3,0
31,1,0,561552,757800,0,0,0
33,1,0,627636,935964,12,4,0
36,2,0,593736,743280,0,0,0
40,2,0,648936,820080,2,0,0
45,2,0,617136,766752,0,0,0
33,2,0,633636,913200,0,0,0
38,2,0,532728,783696,2,2,0
44,2,1,826320,948516,0,0,0
27,1,0,738156,947556,0,0,0
39,1,0,538188,739428,2,2,0
45,2,0,692556,800280,5,5,1
37,1,0,576588,809712,8,6,1
34,2,0,872604,1328880,3,3,0
35,2,0,649236,750048,0,0,0
27,1,0,496728,712632,0,0,0
49,2,0,606936,727044,0,0,0
41,1,0,627036,920196,27,8,0
50,2,0,699108,888360,15,8,0
44,1,0,559740,729792,2,0,0
41,1,0,721764,819600,0,0,0
38,1,0,663108,832020,6,0,0
30,2,0,625716,754536,0,0,0
44,2,0,947832,1298400,0,0,0
34,2,0,615336,769344,0,0,0
24,2,0,461256,906000,2,2,0
30,2,0,672156,780000,0,0,0
39,2,0,476328,620400,0,0,0
45,2,0,758376,911304,5,3,0
38,1,0,699108,840264,10,4,0
34,2,0,675156,1082496,2,2,0
32,2,0,540216,661416,0,0,0
37,2,0,1385016,2079924,0,0,0
34,2,0,861804,1381800,0,0,0
48,1,0,669036,782148,7,5,0
46,2,0,681756,1013016,0,0,0
26,1,0,789228,1020624,2,2,0
41,1,0,473268,802764,12,9,1
36,2,0,898392,1207320,2,2,0
32,1,0,688308,861480,9,4,0
27,1,0,870204,1428456,0,0,0
47,2,3,689436,1136328,2,2,0
40,1,0,685908,804012,5,2,0
49,2,0,610836,840000,18,6,1
33,1,0,711108,812268,12,4,0
48,1,0,612936,838212,0,0,0
36,1,0,729600,788508,11,5,0
44,2,0,774984,889008,4,0,0
31,1,0,538188,925872,0,0,0
26,1,0,867804,1045200,2,2,0
41,2,1,1168044,1966164,3,0,0
34,2,0,703128,863232,0,0,0
48,1,0,674400,842412,0,0,0
27,2,0,732564,894000,0,0,0
43,1,0,749364,918924,0,0,0
37,2,0,441300,793992,0,0,0
36,2,0,612036,776568,3,2,0
30,2,0,359808,577728,3,2,0
43,2,0,772584,942000,12,3,0
43,2,0,416268,936000,2,0,0
38,2,0,682800,807120,0,0,0
29,2,2,731364,852660,3,3,0
26,1,0,532728,854400,0,0,0
32,2,0,719364,1083084,2,0,0
46,2,1,402588,822888,2,2,0
26,1,0,529428,776700,4,2,0
34,2,0,470532,911208,0,0,0
30,1,0,699108,837864,0,0,0
34,2,0,532728,725352,7,2,0
46,2,0,587436,795072,3,3,0
49,2,0,708864,873876,4,3,0
25,1,1,604140,787200,2,2,0
34,2,0,678108,978000,14,9,0
40,2,0,534132,813492,9,6,0
37,2,1,855804,1207032,0,0,0
38,2,0,559188,995100,2,0,0
32,1,0,508728,833472,10,7,0
41,2,1,831804,945600,4,4,0
29,2,0,687108,1162440,0,0,0
33,2,0,639636,871284,0,0,0
41,2,0,614436,800928,0,0,0
35,1,0,609636,776136,3,3,0
25,2,1,615636,854760,0,0,0
37,2,0,597480,873972,17,12,0
36,2,0,622836,847800,2,0,0
27,1,0,825384,1022292,0,0,0
31,2,0,377808,826920,0,0,0
42,1,0,746556,896064,0,0,0
23,1,0,636000,846768,2,2,0
29,2,1,833064,1603260,0,0,0
27,2,0,553980,673392,0,0,0
47,1,0,600936,787452,10,6,0
28,1,0,544188,818328,2,0,0
45,1,0,843804,1020000,0,0,0
43,2,0,615636,957684,10,3,0
43,1,0,574188,889680,2,2,0
49,2,0,770028,924828,0,0,0
34,1,0,664308,819036,0,0,0
45,1,0,319548,564864,0,0,0
44,2,2,788184,970596,6,3,0
33,1,0,627636,804456,2,0,0
39,1,0,672156,765240,0,0,0
45,2,0,405012,511620,2,0,0
50,1,0,657108,750840,4,2,0
43,1,0,700956,794028,19,2,0
39,1,0,569820,804384,0,0,0
49,1,0,495816,668592,0,0,0
40,2,1,675108,805608,0,0,0
42,1,0,627636,921708,0,0,0
48,2,0,684180,822108,6,2,0
45,2,0,659508,896400,17,5,0
27,1,0,716964,876972,3,3,0
23,1,0,600000,805140,0,0,0
41,1,0,626556,772308,2,2,0
41,2,0,577740,771840,0,0,0
43,2,0,752556,1088100,0,0,0
32,2,0,626556,866256,0,0,0
34,1,0,879804,944388,3,3,0
35,2,1,672156,811356,7,3,0
30,2,0,954156,1707996,0,0,0
31,2,0,693108,842412,0,0,0
33,2,0,627636,1856400,0,0,0
25,1,0,675156,840624,0,0,0
42,2,0,577788,800856,0,0,0
44,2,1,627636,820764,2,2,0
47,1,0,699108,838452,0,0,0
37,1,2,788184,1327092,0,0,0
38,1,0,708156,918000,2,2,0
37,1,0,702156,883476,0,0,0
35,2,1,815004,1255200,2,0,0
48,2,0,724752,863760,10,2,0
34,2,0,620184,1027200,0,0,0
37,2,0,597936,825084,5,4,0
30,2,0,330348,1020864,0,0,0
36,2,0,739764,869340,0,0,0
39,1,0,330348,792744,3,0,0
27,2,0,719364,1036008,0,0,0
24,1,0,734556,921936,0,0,0
26,1,0,532188,651480,0,0,0
29,1,0,705108,852672,3,3,0
44,2,3,690708,795396,13,7,0
45,1,0,631848,948528,7,3,0
27,1,0,696156,906000,0,0,0
47,2,0,627636,755040,3,3,0
31,1,0,529788,737088,0,0,0
39,1,0,497928,714840,0,0,0
40,1,0,488328,666840,2,2,0
28,2,1,740556,1213680,2,2,0
35,2,0,830028,937128,2,2,0
41,2,0,708156,855600,2,2,0
24,1,0,579396,857088,0,0,0
34,2,0,743364,910092,4,2,0
44,2,0,461268,967200,2,0,0
32,2,1,762564,1484064,0,0,0
31,2,0,634836,1008444,0,0,0
26,2,0,770556,1179300,0,0,0
48,1,0,876276,1093476,3,2,0
48,2,1,666156,815892,0,0,0
26,2,0,1157880,1649640,0,0,0
25,2,0,627636,804288,0,0,0
26,1,0,788028,903756,0,0,0
25,1,0,544428,668400,0,0,0
35,2,0,877476,1199940,3,0,0
43,2,0,520728,834504,3,3,0
27,1,0,568188,795924,0,0,0
43,1,1,719364,928080,11,6,0
30,1,0,574188,787728,4,3,0
25,2,1,532740,714276,0,0,0
31,1,0,574188,662400,2,2,0
35,2,0,767364,921528,0,0,0
35,2,0,649476,784080,0,0,0
41,1,0,800028,917532,2,2,0
36,2,0,651108,800868,0,0,0
27,1,0,690156,926568,0,0,0
31,2,0,746556,841200,0,0,0
40,1,0,534588,762000,2,2,0
40,2,0,592836,792000,0,0,0
46,1,0,633636,933000,3,2,0
28,2,0,1149588,2091660,0,0,0
37,1,0,577164,804000,2,2,0
48,1,0,727764,936000,6,0,0
44,1,0,637236,818400,0,0,0
36,1,0,525528,861600,13,3,0
41,2,0,795384,905640,0,0,0
36,1,0,728136,882996,0,0,0
30,2,2,394008,761040,0,0,0
43,2,0,642708,834000,0,0,0
49,1,0,624036,787200,0,0,0
49,1,0,604836,879600,15,2,0
47,2,0,742956,1054056,0,0,0
47,1,0,711108,926100,6,3,0
44,1,0,606036,702048,0,0,0
27,1,0,606216,793836,0,0,0
36,1,0,738876,817596,3,0,0
38,1,0,575868,789756,2,2,0
47,2,0,410868,611976,0,0,0
38,1,0,704508,912708,0,0,0
27,2,0,865476,1227600,0,0,0
36,2,0,707364,833580,0,0,0
31,1,0,637236,742044,2,2,0
42,2,0,736164,893100,0,0,0
33,1,0,763356,1159200,0,0,0
39,2,3,371808,592776,0,0,0
41,2,3,1072260,1468944,2,2,0
30,2,3,615636,838680,6,4,0
28,2,0,580188,1180800,0,0,0
37,1,0,568188,696420,3,3,0
36,1,1,702564,1002744,3,2,0
24,1,0,509292,807840,0,0,0
29,1,0,484488,822600,3,2,0
24,1,0,978396,1185144,2,2,0
39,1,0,644148,820044,4,3,0
48,1,0,699108,897540,0,0,0
49,2,0,535188,787320,4,3,0
38,2,0,778428,887388,2,2,0
30,1,0,627636,765876,2,0,0
45,2,0,566400,781908,18,8,0
45,2,0,592188,760800,2,0,0
45,2,0,654048,856668,2,2,0
29,2,0,674508,933240,0,0,0
47,2,0,696156,850620,0,0,0
43,1,0,713364,916476,0,0,0
39,2,0,639636,918000,0,0,0
35,1,0,594636,730764,0,0,0
