Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,aqi_range
1,1774,2,2,0,0,0,3,7.16,1,1,115,4.14,2
1,1507,2,1,1,0,0,3,5.32,0,1,108,4.78,2
1,1859,2,2,1,0,0,3,5.19,1,1,89,4.18,1
0,457,1,2,1,1,1,3,5.31,1,1,102,3.54,2
1,2097,5,1,0,1,0,3,4.91,0,1,104,4.16,2
2,491,4,2,0,0,0,3,4.94,1,1,114,4.15,2
0,274,1,3,1,1,0,3,7.49,0,1,80,4.18,1
0,304,2,2,0,1,1,3,6.86,0,1,95,4.16,1
1,1470,2,1,1,0,0,3,6.41,1,1,130,4.12,2
1,1975,5,2,1,0,0,3,4.17,0,1,86,4.82,1
1,1111,4,1,0,0,1,1,6.57,1,1,101,3.53,2
1,1265,2,3,1,0,0,1,6.21,0,1,126,4.13,2
0,943,1,2,2,0,0,2,5.42,1,1,106,3.84,2
1,1397,2,4,0,0,1,3,5.84,1,1,80,4.19,1
2,569,7,1,1,2,1,1,7.68,1,1,83,2.29,1
3,2090,10,5,1,0,0,3,5.73,2,1,120,3.51,2
3,2855,6,3,1,1,1,0,5.94,0,0,98,3.29,1
1,1450,3,3,2,3,0,3,6.54,1,1,125,2.25,2
1,1579,5,2,0,0,1,3,7.03,0,1,158,4.71,3
0,629,1,1,1,1,0,3,7.48,3,1,84,2.29,1
0,393,1,1,0,3,0,3,9.01,0,2,167,2.74,3
0,216,3,2,1,0,1,2,8.67,0,2,193,4.28,3
0,131,3,3,1,0,0,3,7.47,2,1,140,3.48,2
0,947,2,2,0,1,0,1,9.07,3,2,129,1.53,2
3,3608,9,4,1,1,0,3,7.63,1,1,94,3.53,1
0,122,1,2,0,3,0,3,6.7,0,1,153,2.84,3
1,1245,2,2,1,0,0,3,5.03,0,1,96,4.8,1
1,2192,3,4,2,0,0,3,6.33,1,1,133,4.12,2
4,498,2,1,2,0,0,1,7.2,0,1,166,4.07,3
2,1203,4,1,0,0,0,3,6.54,2,0,81,3.56,1
1,1490,2,4,1,0,0,1,6.12,0,1,107,4.15,2
2,848,5,1,0,0,0,2,6.39,3,1,106,2.58,2
2,584,4,3,1,1,0,3,4.89,1,1,100,3.54,1
0,475,3,1,1,0,0,3,6.87,0,1,156,4.71,3
0,371,3,3,0,1,0,2,6.53,3,1,148,1.9,2
3,3767,5,6,2,0,0,3,7.61,0,1,108,4.77,2
0,929,4,1,2,0,0,1,7.12,0,1,148,4.1,2
1,1571,5,2,0,3,0,3,8.12,2,2,182,1.47,3
0,515,2,3,1,0,0,3,5.29,0,1,105,4.79,2
4,275,3,2,0,0,0,1,5.86,0,1,86,4.18,1
0,123,2,2,1,1,0,2,3.95,1,0,40,3.37,0
1,2223,5,1,0,0,0,3,6.18,0,1,91,4.8,1
1,1459,3,4,1,0,1,3,4.32,1,1,96,4.18,1
0,119,1,1,1,0,0,1,4.28,1,1,99,3.55,1
0,519,4,1,2,0,-1,2,6.27,2,1,107,3.21,2
1,1767,4,3,1,0,0,3,4.87,0,2,87,4.75,1
0,717,4,3,1,0,0,1,9.19,0,2,159,4.01,3
1,1731,4,1,1,1,0,3,1.68,0,0,93,4.26,1
0,210,1,2,1,0,1,2,5.43,0,1,92,4.49,1
0,487,2,2,1,1,0,3,7.92,0,1,161,4.07,3
3,4141,15,6,1,0,0,3,6.08,0,1,122,4.76,2
2,1129,6,1,1,0,1,2,6.56,0,1,109,4.46,2
1,1283,4,3,1,0,-1,1,7.64,0,1,118,4.13,2
1,1906,2,2,2,0,1,2,8.36,2,2,169,3.06,3
1,2001,2,4,2,2,0,1,8.13,2,2,133,1.53,2
1,1154,5,3,1,0,0,3,7.37,0,1,170,4.69,3
0,23697,3,2,0,0,-1,2,4.97,1,1,99,3.86,1
2,1159,7,3,2,1,1,2,6.28,0,1,168,3.76,3
2,883,6,2,2,3,1,1,6.95,0,1,108,2.26,2
4,491,2,2,1,3,0,3,7.72,0,1,144,2.84,2
1,1569,3,1,1,1,1,3,5.11,2,1,90,2.93,1
0,19348,3,3,2,0,0,0,4.44,1,1,104,3.23,2
1,1107,4,1,1,2,0,1,6.75,0,2,155,2.83,3
3,3368,6,2,0,0,1,3,7.05,0,1,161,4.71,3
1,7625,3,1,0,0,-1,1,7.32,0,1,146,4.1,2
2,945,4,1,0,1,0,3,6.32,1,1,94,3.54,1
2,659,4,3,0,1,0,3,3.69,0,0,89,4.25,1
2,1009,6,2,1,0,0,3,7.31,0,1,109,4.77,2
0,987,3,3,1,0,1,3,5.28,0,1,112,4.78,2
0,478,1,1,1,0,0,2,6.47,0,1,99,4.47,1
0,414,1,3,1,0,0,2,4.69,1,1,102,3.85,2
3,2286,8,4,2,2,1,3,6.99,2,1,80,2.3,1
0,513,1,3,1,1,0,3,5.81,1,1,87,3.55,1
1,2080,2,3,1,0,0,3,6.22,3,1,169,2.82,3
2,519,7,1,2,0,1,2,6.26,0,1,149,4.41,2
0,496,2,2,1,1,1,0,6.45,0,1,145,3.16,2
0,337,4,2,0,0,0,1,6.37,3,1,152,2.21,3
5,138,2,3,2,1,0,3,6.47,1,1,133,3.49,2
0,252,1,1,1,0,0,1,5.0,1,2,104,3.47,2
0,767,2,1,0,0,0,3,6.48,0,1,159,4.71,3
0,815,2,1,1,2,0,3,7.5,0,1,81,3.55,1
2,1281,4,2,1,0,0,3,6.22,1,1,126,4.13,2
3,1807,6,5,0,0,1,3,6.46,0,1,91,4.8,1
1,2090,5,4,0,0,0,3,6.91,3,1,131,2.86,2
1,1837,3,1,1,1,0,2,6.25,0,1,138,3.8,2
0,420,3,1,0,0,1,0,7.33,0,1,89,3.85,1
0,799,1,2,1,0,1,1,6.0,2,1,93,2.92,1
0,355,2,3,0,0,0,3,6.85,0,1,143,4.73,2
0,12808,4,3,2,0,0,3,7.49,0,1,81,4.8,1
0,553,1,3,1,1,1,3,6.62,0,1,98,4.16,1
1,1232,5,2,1,0,1,1,5.11,0,1,107,4.16,2
0,624,2,1,1,0,1,0,7.02,0,1,135,3.8,2
1,1847,3,1,1,2,0,2,5.52,0,1,80,3.25,1
4,346,0,1,1,0,0,3,6.25,0,1,161,4.71,3
0,210,2,3,0,0,-1,1,3.6,2,0,28,3.08,0
0,289,4,1,2,0,0,2,7.32,0,1,132,4.43,2
2,572,5,2,2,0,0,0,6.43,3,1,168,1.88,3
4,357,1,2,1,0,1,2,6.29,0,1,153,4.41,3
0,913,2,1,0,2,0,3,8.48,0,2,152,3.39,3
4,411,3,1,1,0,0,3,3.93,0,0,531,4.89,5
0,366,2,1,0,0,0,3,6.91,0,1,106,4.78,2
4,486,2,2,0,0,0,2,6.26,0,2,80,4.44,1
0,803,3,3,1,1,0,3,5.02,1,1,97,3.55,1
3,4258,15,6,2,1,0,2,5.61,2,1,98,2.6,1
3,3947,6,6,0,0,0,2,5.57,1,1,101,3.85,2
4,467,2,1,2,0,0,1,7.92,0,1,105,4.14,2
4,412,2,2,0,0,0,2,6.49,0,1,117,4.45,2
1,2155,2,1,1,3,-1,2,6.92,0,1,120,2.56,2
0,542,3,2,2,0,0,2,5.05,2,1,84,3.25,1
3,1921,14,4,2,0,0,3,6.57,0,1,121,4.76,2
1,17223,2,2,2,0,0,3,7.22,1,1,127,4.12,2
3,1948,9,3,2,0,0,3,3.59,1,0,53,4.3,1
4,359,0,1,1,0,0,3,8.06,2,2,136,3.41,2
2,456,7,2,1,1,1,3,6.41,1,1,160,3.46,3
2,1123,4,1,1,0,0,3,5.89,0,1,443,4.78,5
1,1735,2,2,2,2,0,3,6.82,0,1,88,3.54,1
3,1839,8,4,2,3,0,3,7.5,0,1,145,2.84,2
2,911,6,2,1,2,0,3,7.68,0,1,144,3.47,2
1,2199,2,1,1,0,0,3,5.5,0,1,114,4.78,2
2,960,4,1,0,0,1,3,5.53,1,1,108,4.16,2
1,1806,5,1,1,1,0,1,6.74,2,1,97,2.28,1
0,844,3,3,1,0,0,2,7.13,0,1,137,4.42,2
0,776,3,1,0,1,0,2,6.23,0,1,109,3.84,2
1,1333,3,3,1,1,0,3,4.44,0,1,118,4.15,2
0,421,1,3,0,0,0,1,7.36,1,0,620,3.58,5
1,1210,3,4,0,0,0,3,4.39,1,1,102,4.17,2
0,393,2,1,1,0,1,3,6.65,0,1,161,4.71,3
0,955,3,3,1,0,0,2,6.21,1,1,142,3.79,2
2,805,6,2,0,0,1,2,6.71,1,1,146,3.79,2
3,4205,13,4,2,1,0,3,3.57,2,0,19,3.09,0
0,663,1,3,2,0,0,1,6.26,0,1,111,4.15,2
2,1100,7,2,1,2,0,3,3.99,1,0,88,3.0,1
1,1247,4,3,1,1,1,3,4.45,1,1,80,3.57,1
1,1437,2,2,2,1,1,3,6.72,3,1,148,2.22,2
1,1795,3,4,1,0,0,2,7.39,0,1,164,4.39,3
0,701,1,2,0,1,0,2,6.21,2,1,143,2.54,2
4,264,3,2,1,1,0,2,7.71,0,1,131,3.8,2
0,439,4,3,1,0,1,2,5.94,1,1,112,3.83,2
0,433,1,2,1,0,0,2,3.68,1,0,4,4.05,0
1,1223,3,3,1,2,0,1,6.77,0,1,113,2.89,2
0,914,2,3,1,0,1,3,6.92,1,1,94,4.16,1
1,1470,5,1,1,0,0,3,6.03,0,1,140,4.74,2
4,460,0,1,1,0,0,1,5.87,2,1,85,2.93,1
1,1331,4,3,0,1,0,2,5.04,1,1,99,3.23,1
4,428,0,1,1,1,0,2,8.29,0,0,130,3.86,2
3,1872,11,4,0,1,1,3,7.61,0,1,149,4.09,2
3,3901,4,3,2,3,0,3,5.8,0,1,81,2.31,1
1,1639,4,4,1,0,0,1,5.01,1,1,96,3.55,1
3,2509,6,4,0,1,0,3,5.62,2,1,109,2.9,2
1,1382,4,1,0,1,0,1,5.93,0,1,97,3.54,1
2,578,7,2,0,0,1,1,5.53,1,1,115,3.52,2
1,1656,5,1,1,0,-1,2,5.21,1,1,81,3.88,1
0,427,4,1,0,0,0,2,6.17,0,1,141,4.42,2
4,298,0,2,1,0,0,3,4.41,1,1,104,4.17,2
0,583,3,2,1,1,0,3,6.77,0,1,164,4.08,3
1,1256,2,2,1,0,1,1,6.67,3,1,98,2.28,1
3,4185,4,3,2,1,0,2,6.78,0,1,121,3.82,2
2,861,7,3,2,1,1,3,6.55,0,1,83,4.18,1
0,848,4,3,2,1,0,1,5.35,2,1,114,2.27,2
0,376,1,2,0,1,1,3,7.01,0,1,112,4.14,2
1,1660,4,1,2,0,0,1,4.59,0,1,82,4.19,1
1,2204,3,4,1,0,0,3,8.03,0,2,148,4.65,2
1,1391,5,1,2,0,0,1,7.31,0,1,151,4.09,3
3,10261,9,4,1,1,0,3,5.73,1,1,86,3.55,1
0,506,2,1,1,2,1,0,5.27,1,1,84,1.99,1
2,568,7,3,1,3,0,3,5.19,1,1,103,2.28,2
1,1421,4,4,0,0,0,3,6.53,0,1,141,4.74,2
3,3484,15,5,0,0,0,1,7.25,1,1,114,3.51,2
1,20954,4,1,0,0,0,1,7.3,0,1,98,4.16,1
1,2149,3,2,2,0,0,3,6.75,3,1,130,2.87,2
0,396,2,1,0,1,0,3,5.89,0,1,103,4.16,2
0,757,4,2,1,0,0,3,7.6,1,1,125,4.12,2
1,2170,2,1,0,0,0,2,6.57,2,1,167,3.13,3
0,524,3,1,0,0,0,3,6.68,0,1,120,4.76,2
3,4282,13,2,1,1,0,2,7.24,0,1,114,3.82,2
2,1066,4,1,0,0,0,3,5.32,0,1,117,4.77,2
2,817,6,3,1,0,0,2,7.09,0,1,166,4.39,3
0,14129,4,3,0,0,1,3,3.2,0,0,74,4.9,1
2,451,5,1,2,1,0,3,7.09,0,1,107,4.15,2
1,1980,5,2,2,3,1,2,8.22,0,2,192,2.4,3
0,807,2,2,1,1,0,1,5.72,1,1,112,2.89,2
1,1137,5,1,0,0,0,1,6.83,1,1,106,3.52,2
1,1161,4,3,2,3,1,2,6.36,2,1,98,1.34,1
4,319,0,2,2,2,0,3,5.4,1,1,83,2.93,1
0,393,3,1,1,0,0,2,6.11,3,1,127,2.56,2
0,492,4,1,1,1,0,3,5.7,1,1,107,3.53,2
2,466,4,1,1,1,0,3,5.88,1,1,106,3.53,2
1,2036,4,3,1,0,0,1,5.64,1,1,87,3.55,1
4,411,2,1,2,0,0,3,4.52,1,1,85,4.19,1
3,1904,6,6,0,0,0,1,6.79,1,1,118,3.51,2
2,886,5,2,1,0,0,1,4.04,2,1,120,2.89,2
4,368,2,2,1,0,0,3,7.94,0,1,119,4.75,2
4,333,1,1,0,0,0,-1,7.18,0,1,153,4.72,3
1,1153,2,3,1,0,0,3,6.45,0,1,88,4.8,1
3,3037,14,2,0,0,0,1,4.43,1,1,85,3.56,1
0,286,4,2,1,0,1,2,7.52,2,1,147,3.15,2
3,3341,13,6,2,0,0,1,5.91,1,1,97,3.54,1
0,461,3,2,1,0,1,0,6.85,1,1,109,3.2,2
0,198,2,3,1,0,1,3,4.49,0,1,100,4.8,1
2,581,4,3,2,0,0,1,5.81,0,1,109,4.15,2
5,465,3,3,0,0,0,2,7.52,0,1,140,4.42,2
1,1796,3,1,1,0,-1,3,6.16,0,1,142,4.74,2
0,784,3,2,1,1,0,3,5.82,0,1,95,3.54,1
1,1721,4,3,1,1,0,1,6.52,2,1,128,2.24,2
1,1812,3,2,1,0,0,2,6.34,0,1,166,4.39,3
3,3896,10,3,1,0,0,2,6.48,0,1,149,4.41,2
1,2187,4,4,1,0,1,3,5.64,0,1,86,4.81,1
1,1894,2,1,1,0,0,1,6.18,3,1,166,2.2,3
1,1776,2,1,0,0,0,3,6.2,0,1,107,4.78,2
1,1538,4,1,1,0,0,2,8.49,1,2,178,3.67,3
0,886,2,1,1,0,1,1,6.71,1,1,112,3.52,2
1,1623,3,1,2,0,1,1,6.27,0,1,115,2.89,2
2,780,6,2,2,0,0,0,6.95,1,1,132,3.18,2
0,246,4,3,2,0,0,2,4.9,1,1,117,3.83,2
1,1218,4,4,2,1,0,2,7.78,0,1,161,3.76,3
1,2087,5,2,2,0,0,3,5.75,1,1,104,3.53,2
0,389,3,1,0,2,0,2,7.28,1,1,104,2.58,2
2,1205,5,1,1,0,0,0,6.96,3,1,127,1.93,2
1,1828,4,2,0,0,0,-1,8.12,0,2,155,4.65,3
2,406,7,2,1,1,0,2,6.18,0,1,136,3.8,2
1,1891,4,1,2,0,0,2,4.97,1,1,101,3.85,2
0,452,3,1,1,0,0,3,4.06,1,1,108,2.28,2
2,7784,4,1,1,0,1,3,7.47,2,1,509,3.49,5
4,358,2,1,1,1,0,3,7.84,2,1,153,2.83,3
0,267,1,3,0,0,0,2,7.11,3,1,168,2.5,3
0,734,1,3,1,0,1,3,6.03,0,1,161,4.71,3
2,724,7,1,1,0,0,1,6.79,0,1,143,4.1,2
3,3710,8,5,2,0,0,3,6.25,3,1,125,2.87,2
0,924,4,3,0,3,1,3,7.55,1,1,136,2.23,2
1,9752,2,1,1,0,1,1,6.31,0,1,132,4.12,2
0,247,4,2,0,0,0,3,3.42,0,0,36,4.95,0
0,626,3,2,1,1,0,3,6.11,0,1,162,4.08,3
4,344,2,1,2,0,1,3,6.81,0,1,142,4.73,2
4,254,0,2,2,0,0,1,6.75,0,1,134,4.12,2
3,1860,12,2,2,0,0,0,7.28,3,1,119,1.93,2
1,1901,2,2,1,0,1,0,7.12,0,1,89,3.23,1
1,2080,5,3,0,1,1,1,7.22,2,1,119,2.25,2
0,853,1,2,1,0,0,0,7.1,1,1,158,3.14,3
0,733,1,2,1,3,-1,3,4.72,1,1,88,2.3,1
1,1446,4,3,2,0,0,1,6.96,1,1,139,3.48,2
4,249,0,2,2,0,0,1,5.41,1,1,83,3.56,1
0,720,4,2,0,1,0,3,4.18,0,1,113,4.16,2
2,1054,4,1,1,0,0,2,5.52,1,1,101,3.85,2
3,1895,5,4,2,0,0,3,6.26,0,1,149,4.73,2
1,1146,2,1,0,0,0,3,6.96,0,1,89,4.8,1
0,631,2,1,0,0,0,2,6.71,0,1,144,4.42,2
0,520,3,1,1,0,0,1,5.94,0,1,80,4.19,1
1,1356,4,4,0,0,0,3,7.17,2,1,114,3.51,2
0,918,1,2,2,0,0,1,7.4,2,1,89,2.91,1
0,274,2,3,1,1,1,3,5.57,1,1,116,3.52,2
1,2036,5,3,0,0,1,3,5.94,1,1,90,4.18,1
2,826,7,3,1,1,0,1,8.09,2,2,191,2.09,3
2,648,6,2,2,0,1,3,7.75,0,2,117,4.7,2
2,647,7,3,2,0,0,1,5.3,1,1,86,3.56,1
0,133,4,2,1,3,0,2,4.77,1,1,106,1.97,2
0,907,2,1,0,1,1,3,5.4,1,1,83,3.56,1
2,785,5,2,1,0,0,3,7.0,1,1,130,4.12,2
2,1147,5,1,0,0,0,3,5.75,1,1,117,4.14,2
3,4218,8,3,1,0,0,2,5.86,1,1,120,3.82,2
5,1525,4,3,2,0,1,3,6.67,0,1,139,4.74,2
1,1530,4,4,0,0,0,3,5.67,0,1,97,4.8,1
0,731,3,3,2,0,0,3,5.71,1,1,110,4.15,2
0,615,3,2,1,0,0,0,6.84,3,1,150,1.9,2
0,160,3,2,1,2,-1,2,6.68,0,1,101,3.22,2
1,1832,4,3,1,1,0,3,6.69,1,1,132,3.49,2
1,1622,4,4,1,0,0,2,7.69,0,1,152,4.4,3
4,492,1,1,1,0,0,2,5.73,0,1,90,4.49,1
2,1136,4,1,0,0,0,1,5.75,1,1,120,3.51,2
1,2255,2,1,1,0,0,3,6.61,2,1,116,3.51,2
2,680,7,2,1,0,0,3,7.01,0,1,118,4.76,2
3,3575,8,5,1,1,0,2,5.96,2,1,99,2.6,1
0,204,4,3,1,1,0,2,8.11,0,2,174,3.68,3
1,1745,5,1,1,0,0,3,7.21,0,1,110,4.77,2
3,2290,11,4,0,0,0,3,6.75,0,1,80,4.81,1
1,1114,4,1,2,1,0,3,6.14,0,1,139,4.11,2
1,1679,3,4,1,0,0,3,7.73,2,1,111,3.51,2
2,492,7,2,1,1,0,3,7.36,1,1,93,3.54,1
0,274,4,2,0,3,0,3,6.77,1,1,105,2.27,2
0,226,2,1,1,0,0,1,4.43,1,1,101,3.54,2
0,210,4,2,0,0,0,3,7.79,0,1,166,4.7,3
0,135,4,3,2,1,0,2,7.13,1,1,133,3.17,2
0,712,3,2,1,0,1,3,7.45,0,1,82,4.8,1
1,1773,5,4,1,3,0,2,5.97,0,1,85,2.61,1
1,1595,4,1,1,0,0,3,5.0,0,1,100,4.8,1
1,1300,5,2,1,1,0,3,6.42,0,1,146,4.1,2
0,266,1,3,1,1,0,2,7.94,3,1,144,1.9,2
0,286,3,1,1,3,0,1,4.4,1,1,88,1.68,1
0,763,3,2,1,0,0,3,8.68,2,2,170,3.37,3
0,793,1,2,1,3,0,1,7.35,0,1,123,2.24,2
0,520,4,1,1,0,0,3,5.64,0,1,113,4.78,2
0,998,3,3,1,2,0,1,7.83,0,1,109,2.88,2
3,1975,7,5,1,0,0,3,6.99,0,1,105,4.78,2
1,1974,2,3,2,1,1,2,8.61,2,2,197,2.39,3
1,1375,5,2,0,0,0,3,7.81,0,1,97,4.78,1
3,3222,5,3,1,0,1,3,5.38,1,1,85,4.19,1
4,431,0,1,1,2,0,3,5.32,0,1,90,3.55,1
0,679,3,2,2,2,1,1,4.51,1,1,98,2.29,1
0,636,2,2,1,0,1,1,7.85,3,1,158,2.2,3
2,1201,6,3,1,1,0,3,3.84,0,0,94,4.25,1
0,215,1,1,1,0,0,2,6.68,3,1,127,2.56,2
0,492,2,1,0,1,0,1,5.75,1,1,119,2.89,2
0,416,1,1,1,0,0,-1,6.32,1,1,121,4.13,2
4,430,2,2,2,0,1,2,6.6,0,1,109,4.46,2
0,945,2,1,0,0,0,3,5.84,2,1,89,3.55,1
1,1772,4,3,1,1,0,3,6.27,2,1,117,2.88,2
3,1941,7,4,0,1,0,3,4.39,1,1,104,3.54,2
3,3322,7,5,0,0,0,3,5.78,0,1,107,4.78,2
0,566,1,3,1,0,0,3,7.32,0,1,106,4.77,2
2,840,7,3,1,0,1,3,6.97,1,1,141,4.11,2
0,563,1,2,0,0,0,2,7.38,2,1,156,3.14,3
3,2595,9,5,2,0,0,0,7.37,0,1,129,3.8,2
1,2015,3,3,0,0,1,2,7.8,2,1,94,3.22,1
1,1534,4,2,0,0,0,3,7.03,0,1,125,4.75,2
4,455,0,1,1,1,1,3,7.69,0,1,124,4.12,2
0,818,3,3,0,1,0,3,7.28,2,1,149,2.84,2
0,614,3,2,2,1,0,2,5.96,2,1,83,2.62,1
3,2182,6,3,1,0,0,3,6.9,0,1,154,4.72,3
3,3448,11,4,2,0,0,3,4.38,1,2,85,4.13,1
3,3277,8,2,1,0,0,2,3.65,3,0,92,2.68,1
1,21068,2,4,1,2,0,1,4.89,2,1,96,1.66,1
3,4091,13,4,0,0,0,3,6.63,1,1,102,4.16,2
0,651,4,1,2,0,0,2,8.63,1,2,170,3.68,3
2,1220,5,3,0,0,0,1,4.62,0,1,83,4.19,1
2,851,5,3,1,0,0,1,8.36,3,0,168,2.24,3
0,389,4,2,2,0,0,1,6.3,0,1,166,4.08,3
1,2115,2,3,0,0,1,3,5.95,1,1,81,4.19,1
0,409,2,2,1,0,1,3,5.65,0,1,90,4.8,1
0,907,4,1,1,0,0,2,5.03,1,1,120,3.83,2
1,1777,3,1,0,0,0,1,7.64,0,1,133,4.11,2
2,1152,7,2,1,0,1,2,7.58,0,1,135,4.42,2
0,305,1,1,0,0,0,3,3.91,0,0,54,4.92,1
0,407,1,2,1,0,0,3,7.53,0,1,148,4.72,2
0,863,3,2,1,0,-1,0,7.44,0,1,169,3.75,3
1,1809,2,2,0,1,0,1,5.63,1,1,112,2.89,2
3,3845,6,5,0,1,1,3,5.5,1,1,120,3.51,2
3,3212,14,6,1,2,0,1,7.98,0,1,163,2.82,3
0,136,2,2,1,0,0,2,5.46,1,1,101,3.85,2
0,12855,1,1,1,0,0,3,5.68,0,1,103,4.16,2
2,16964,5,3,1,1,0,3,7.45,0,1,90,4.17,1
0,26243,3,2,1,0,0,3,6.46,0,1,122,4.76,2
1,1269,4,1,1,0,0,3,7.84,2,1,139,3.47,2
1,1726,4,2,0,0,0,3,3.91,0,0,3,4.99,0
3,2949,10,5,2,1,1,1,6.51,2,1,154,2.21,3
1,1129,4,2,1,0,0,3,8.99,0,2,125,4.68,2
1,1114,3,4,1,2,0,3,5.82,1,1,101,2.91,2
0,696,1,3,1,0,0,0,7.26,2,1,124,2.56,2
4,200,3,1,0,1,0,3,8.55,0,2,194,3.97,3
0,951,1,3,1,1,0,1,5.89,1,1,112,2.89,2
0,747,1,2,1,1,0,3,5.63,2,0,97,2.98,1
2,965,6,3,0,1,0,3,7.94,0,1,146,4.09,2
0,731,4,3,1,0,0,1,6.91,3,1,125,2.24,2
0,351,2,2,0,0,0,3,8.02,0,2,165,4.63,3
1,1990,3,2,1,2,1,3,5.45,1,1,109,2.9,2
0,868,2,1,0,0,0,3,2.69,0,0,52,4.93,1
0,489,4,1,2,0,1,3,5.96,1,0,120,4.2,2
3,2408,11,6,1,1,0,0,6.0,0,1,120,3.2,2
1,2241,4,3,1,0,0,2,7.21,0,1,110,4.46,2
3,4294,15,2,0,2,0,2,4.04,1,1,107,2.6,2
2,1114,4,2,0,0,0,1,7.16,0,1,149,4.09,2
0,802,2,3,0,1,0,1,5.95,0,1,90,3.55,1
1,1799,2,4,1,1,0,1,5.69,1,1,116,2.89,2
2,1289,5,1,1,0,0,3,4.88,0,0,99,4.8,1
3,10825,13,2,2,0,0,3,5.04,1,1,91,4.18,1
0,117,2,2,2,0,0,2,3.81,0,0,6,4.67,0
4,243,3,1,1,0,0,2,6.25,3,1,109,2.58,2
0,568,2,2,1,0,0,2,7.75,3,1,144,2.53,2
0,130,4,2,2,0,1,1,6.65,0,1,139,4.11,2
1,1771,5,3,1,0,0,3,5.71,1,1,116,4.14,2
2,1187,4,1,1,0,0,1,6.91,0,1,145,4.1,2
0,693,3,1,1,0,0,2,7.26,0,1,105,4.46,2
0,626,3,1,1,0,0,3,7.59,0,1,164,4.07,3
3,3552,6,5,0,3,0,1,2.99,1,0,81,1.76,1
0,449,2,3,1,0,0,3,5.47,1,1,117,4.14,2
0,630,4,2,2,0,0,1,3.58,1,0,95,3.62,1
0,646,2,3,2,1,0,3,5.89,1,1,88,3.55,1
2,1094,5,1,2,0,0,3,5.2,0,1,83,4.82,1
2,695,4,3,1,3,0,1,6.42,1,1,145,1.59,2
0,518,1,3,2,0,0,2,5.35,1,1,92,3.86,1
0,616,2,3,1,0,0,3,6.51,0,1,156,4.72,3
0,784,3,2,1,0,0,3,6.16,0,1,91,4.8,1
3,3172,9,6,0,2,1,2,4.66,1,1,105,2.6,2
0,402,3,3,1,2,0,3,4.49,1,1,105,2.91,2
0,454,4,2,0,0,0,2,6.88,3,1,682,2.56,5
1,1842,4,2,0,0,0,3,5.61,1,1,85,4.18,1
4,345,2,1,1,0,1,-1,4.88,1,1,108,4.16,2
1,1270,3,2,0,0,0,1,7.85,0,1,116,4.13,2
3,2402,9,2,0,0,0,3,4.53,0,1,112,4.78,2
2,712,7,1,1,1,0,1,6.35,2,1,110,2.27,2
1,1382,4,4,2,0,0,3,6.99,2,1,169,3.44,3
3,4280,11,4,2,0,0,3,6.87,0,1,85,4.8,1
1,1477,5,3,1,0,0,2,6.83,1,1,111,3.83,2
4,245,3,1,1,0,0,3,4.88,1,1,105,4.16,2
1,1470,3,4,1,0,-1,3,4.74,1,1,89,4.18,1
3,2939,5,5,1,1,0,3,6.64,0,1,129,4.12,2
1,5700,3,3,0,1,0,1,4.94,1,1,114,2.9,2
1,1328,2,3,1,0,0,3,4.96,1,1,84,4.19,1
3,2100,7,2,0,1,0,2,6.83,0,1,116,3.82,2
4,442,1,1,0,0,1,3,6.26,0,1,99,4.79,1
0,776,2,3,1,1,0,3,6.24,1,1,160,3.46,3
3,3039,5,2,1,0,0,3,6.51,0,0,97,4.79,1
1,1724,5,4,0,1,0,2,6.55,1,1,130,3.18,2
0,471,4,2,0,0,0,2,5.72,1,1,113,3.83,2
3,3010,15,2,1,0,1,3,7.62,0,1,117,4.76,2
1,1873,3,1,1,0,1,1,5.75,1,1,87,3.55,1
1,1273,3,2,0,1,0,1,6.0,2,1,98,2.28,1
0,806,1,3,0,0,0,3,6.37,0,1,153,4.72,3
0,161,1,2,2,1,1,2,6.7,1,1,134,3.17,2
2,596,4,2,0,1,1,3,8.01,0,2,175,3.99,3
3,2781,10,4,1,1,0,0,6.63,2,1,130,1.92,2
4,479,2,2,1,0,1,2,8.79,0,2,157,4.32,3
2,1259,5,3,1,0,0,3,8.67,2,2,131,3.42,2
2,1001,5,3,1,0,1,3,4.63,0,1,100,4.8,1
4,390,3,1,0,1,0,-1,8.03,2,2,142,2.78,2
4,392,2,1,2,0,0,1,7.51,0,1,109,4.14,2
0,980,4,1,1,1,0,3,5.66,1,1,100,3.54,1
1,2097,4,2,2,0,0,3,5.9,1,1,91,4.17,1
0,922,4,1,1,2,0,-1,4.45,2,1,115,2.27,2
0,223,4,2,0,2,0,3,4.9,0,1,97,3.55,1
1,1523,3,2,0,1,1,3,7.11,3,1,127,2.24,2
0,354,4,3,1,0,0,3,5.82,1,1,92,4.17,1
0,668,1,1,0,0,0,2,5.93,2,1,86,3.24,1
0,946,2,3,0,0,0,1,6.47,3,1,130,2.24,2
1,1367,5,1,2,0,0,2,6.63,0,1,162,4.39,3
0,733,2,2,1,0,0,3,6.78,0,1,168,4.7,3
2,653,5,3,2,0,0,2,4.15,1,1,120,3.84,2
1,1828,4,2,0,0,0,1,7.54,1,1,150,3.46,2
