campaign_id,sender,subject_len,body_len,mean_paragraph_len,day_of_week,is_weekend,times_of_day,category,product,no_of_CTA,mean_CTA_len,is_image,is_personalised,is_quote,is_emoticons,is_discount,is_urgency,target_audience,click_rate,re_category
555,0,94,18816,22,1,0,0,15,6,6,30,0,0,0,0,0,1,12,0.0121241513094083,15
556,0,102,20409,18,6,1,2,15,13,5,24,0,0,1,0,0,1,12,0.0105577345272453,15
557,0,112,7397,74,4,0,2,15,6,2,29,1,0,1,0,1,1,2,0.0028989708653428,15
558,0,124,7368,70,4,0,2,15,12,2,26,1,0,0,0,1,1,2,0.0012066885019824,15
559,0,109,7458,75,4,0,2,15,1,2,28,1,0,0,0,1,1,2,0.0056631648063033,15
560,0,115,19909,22,3,0,2,15,13,9,33,1,0,2,0,0,1,15,0.0035613592521145,15
561,0,112,7491,77,4,0,2,15,31,2,28,0,0,0,0,1,1,2,0.0030823885899378,15
562,0,96,19879,22,2,0,2,15,13,9,33,1,0,2,0,0,0,12,0.0077329552777419,15
563,0,102,13135,31,4,0,2,15,6,4,32,1,0,0,1,0,0,12,0.0079059829059829,15
564,0,62,12717,29,4,0,2,12,19,3,28,1,0,1,0,0,0,7,0.0102412712296814,0
565,0,112,32161,15,3,0,2,15,6,8,28,0,0,0,0,0,0,12,0.0038819875776397,15
566,0,98,14149,18,3,0,2,15,1,3,26,2,0,0,0,0,0,7,0.0099533437013996,15
567,0,88,14444,39,2,0,2,15,31,4,40,2,0,0,1,0,0,12,0.0063519360923111,15
568,0,97,19142,25,2,0,2,15,6,6,30,0,0,0,0,0,1,12,0.0029788298428724,15
569,0,100,14451,39,2,0,2,15,12,4,35,2,0,0,1,0,0,12,0.0082482927952121,15
570,0,94,16167,32,1,0,2,15,31,4,25,1,0,1,0,0,0,12,0.0043081275720164,15
571,0,93,20096,18,1,0,2,15,12,6,32,2,0,0,0,0,0,12,0.0042448825582492,15
572,0,109,16139,32,0,0,2,15,31,4,25,1,0,1,0,0,0,12,0.0043372747457014,15
573,0,83,20096,18,0,0,2,15,12,3,32,2,0,0,0,0,0,12,0.0101396276595744,15
574,0,96,15450,42,4,0,2,15,9,3,35,0,0,0,1,0,0,12,0.0071840085834907,15
575,0,122,17368,29,3,0,2,15,9,4,35,0,0,2,0,0,0,12,0.0072512372423544,15
576,0,101,32341,13,2,0,2,15,9,9,32,1,0,1,0,0,0,12,0.0019807692307692,15
577,1,101,32341,13,2,0,2,15,9,9,32,1,0,1,0,0,0,12,0.009117992236165,15
578,0,120,20831,23,1,0,2,15,9,7,28,1,0,0,0,0,0,12,0.0102614815575875,15
579,1,87,20027,14,0,0,2,15,13,5,29,0,0,0,0,1,1,12,0.0010783747352204,15
580,0,80,15842,34,3,0,2,15,9,4,26,1,0,1,0,0,0,12,0.0090545050055617,15
581,0,106,15031,34,3,0,2,15,12,3,37,2,0,0,2,0,0,12,0.0085125448028673,15
582,0,99,21407,17,1,0,2,15,13,12,30,2,0,2,0,1,1,15,0.0043335066736002,15
583,0,98,14590,36,2,0,0,15,6,4,30,2,0,1,0,0,0,12,0.0026742193102945,15
584,0,106,21408,17,0,0,2,15,13,12,30,2,0,2,1,1,0,12,0.0062768883560194,15
585,0,56,3781,111,6,1,0,6,10,3,18,0,0,1,0,0,0,14,0.0036279219343557,6
586,0,107,13820,24,4,0,2,15,1,3,33,1,0,3,1,0,0,12,0.0043230944254835,15
587,0,95,15332,22,4,0,2,15,31,4,35,0,0,0,0,0,1,12,0.0096230954290296,15
588,0,96,13980,26,3,0,2,15,1,4,32,0,0,1,1,0,0,12,0.0057605610285523,15
589,0,86,14196,32,4,0,1,15,31,4,38,0,0,0,1,0,0,12,0.0058028138172661,15
590,0,111,16217,35,2,0,2,15,1,6,28,0,0,0,0,0,0,12,0.0014706591446067,15
591,0,101,12346,45,2,0,2,15,31,3,34,2,0,0,0,0,0,12,0.0027062522386277,15
592,0,77,11413,54,6,1,2,4,16,3,28,1,0,0,0,0,0,12,0.005089058524173,0
593,0,92,12359,45,1,0,2,15,31,3,34,2,0,0,3,0,1,12,0.0044878738973758,15
594,0,54,23,4,5,1,1,9,34,0,0,3,0,0,0,0,0,12,0.0,9
595,0,116,14376,22,4,0,2,15,6,4,30,0,0,1,0,1,0,12,0.0045438239866076,15
596,0,116,14373,23,4,0,2,15,31,4,36,3,0,1,0,1,0,12,0.0051491304770232,15
597,0,116,14279,20,4,0,2,15,12,4,32,0,0,1,0,1,0,12,0.0045662100456621,15
598,0,116,14452,24,4,0,2,15,1,4,32,0,0,1,0,1,0,12,0.004,15
599,0,85,13611,38,3,0,2,15,9,3,36,2,0,1,0,0,0,12,0.0182370820668693,15
600,0,62,8184,43,3,0,2,15,12,2,36,1,0,0,1,1,1,12,0.0014831717056474,15
601,0,62,8144,42,3,0,2,15,31,2,42,1,0,0,1,1,1,12,0.0024070607114201,15
602,0,101,12898,28,2,0,2,1,5,3,35,1,0,0,1,0,0,10,0.0052260256075254,1
603,0,62,8184,43,2,0,2,15,12,2,36,1,0,0,1,1,1,12,0.0075386355069732,15
604,0,62,8199,45,2,0,2,15,1,2,37,1,0,0,1,1,1,12,0.0036632633768198,15
605,0,62,8152,42,2,0,2,15,6,2,34,1,0,0,1,1,1,12,0.0083928439961716,15
606,0,62,8144,42,2,0,2,15,31,2,42,1,0,0,1,1,1,12,0.0043198397940208,15
607,0,105,22398,17,1,0,2,15,13,11,38,0,0,1,1,0,1,15,0.0017724302995019,15
608,0,100,12898,28,1,0,2,1,5,3,35,1,0,0,1,0,0,10,0.0110126885324395,1
609,0,81,12689,23,0,0,2,1,5,2,21,0,0,1,3,0,0,12,0.0135773317591499,1
610,0,91,22435,17,0,0,2,15,13,11,35,0,0,1,0,1,1,12,0.0022278082893529,15
611,0,118,12399,25,4,0,2,15,9,3,30,1,0,1,1,0,1,10,0.0197268588770864,15
612,0,79,9893,27,5,1,0,6,22,1,18,2,0,1,0,0,0,14,0.1407249466950959,6
613,0,118,12399,25,4,0,2,15,9,3,30,1,0,1,1,0,1,12,0.0066218259554721,15
614,0,87,9891,27,3,0,2,1,5,3,21,1,0,0,1,0,0,10,0.0087774294670846,1
615,0,96,12203,22,3,0,2,15,9,4,27,1,0,1,0,0,1,12,0.0080215328856198,15
616,0,52,4489,32,3,0,1,10,42,1,4,1,0,1,0,0,0,12,0.1054054054054054,10
617,0,55,6994,57,4,0,2,6,10,3,22,0,0,1,0,0,0,12,0.0066718995290423,6
618,0,99,10611,44,2,0,2,15,9,2,39,1,0,1,0,0,0,12,0.0035315461302708,15
619,0,66,21556,26,2,0,2,4,16,4,30,0,0,0,0,0,0,12,0.0068111006448808,0
620,0,92,12689,23,1,0,2,1,5,2,21,0,0,1,2,0,0,12,0.0121816168327796,1
621,0,80,13927,26,1,0,2,1,5,3,21,0,0,1,1,0,0,10,0.0116472545757071,1
622,0,84,10743,48,0,0,2,15,9,4,27,1,0,0,2,0,0,12,0.0064440823869853,15
623,0,92,10834,18,5,1,2,1,5,4,49,1,0,0,2,0,0,10,0.0098661028893587,1
624,0,115,11194,48,4,0,2,15,9,4,43,1,0,1,0,0,0,12,0.0086385205012775,15
625,0,117,12689,23,4,0,1,1,5,2,21,0,0,1,4,0,1,12,0.0116796440489432,1
626,0,91,10427,33,3,0,2,15,6,3,21,2,0,0,1,0,1,12,0.0172257479601087,15
627,0,106,6882,47,3,0,2,15,28,2,32,1,0,1,0,0,0,12,0.0027669757702662,15
628,0,99,19605,21,4,0,1,1,5,4,24,0,0,1,2,0,0,10,0.0045290818730337,1
629,0,122,16500,13,3,0,2,10,42,0,31,1,0,0,0,0,0,14,0.005183265457238,10
630,0,134,16549,14,3,0,2,10,42,0,31,1,0,0,0,0,0,14,0.0108108108108108,10
631,0,77,23454,16,3,0,1,10,42,3,41,2,0,0,2,0,0,12,0.0046012756640116,10
632,0,83,11433,40,2,0,2,15,9,4,36,1,0,1,0,0,0,12,0.0,15
633,0,83,23205,14,2,0,2,10,42,3,38,2,0,0,2,0,0,12,0.0011056239404437,10
634,0,77,9889,24,1,0,2,15,28,2,29,1,0,0,0,1,0,12,0.0049114151154967,15
635,6,75,7332,70,1,0,2,6,10,3,30,1,0,0,0,0,0,12,0.0015186028853454,6
636,0,77,18222,31,0,0,2,4,16,2,29,0,0,5,0,0,0,12,0.0082317073170731,0
637,0,127,11019,40,0,0,2,15,9,3,41,0,0,3,0,0,0,12,0.0051083152019676,15
638,0,131,18705,18,1,0,2,1,5,6,40,1,0,4,3,0,0,10,0.0020941621203659,1
639,0,91,27978,16,6,1,2,1,5,7,38,0,0,0,6,0,0,10,0.0068426924507251,1
640,0,80,14344,22,4,0,2,15,3,4,30,0,0,1,1,0,0,12,0.0098376783079193,15
641,0,75,7332,70,4,0,1,6,10,3,30,1,0,0,0,0,0,12,0.0008426596445029,6
642,0,97,8465,43,3,0,2,15,3,2,30,2,0,1,0,1,0,12,0.0024541311207198,15
643,0,84,13558,32,3,0,2,15,12,2,24,0,0,0,0,0,0,12,0.0080838252376549,15
644,0,75,18215,31,3,0,2,4,16,2,29,1,0,5,0,0,0,12,0.02405264352167,0
645,0,98,16167,17,3,0,2,1,5,4,27,1,0,1,3,0,1,10,0.0063488897752958,1
646,0,133,19279,26,2,0,2,10,42,1,30,1,0,0,0,0,0,14,0.080338266384778,10
647,0,145,19327,27,2,0,2,10,42,1,30,1,0,0,0,0,0,14,0.2241014799154334,10
648,0,87,16885,20,2,0,2,1,5,3,38,1,0,2,0,0,1,10,0.0094442426443879,1
649,0,79,23261,31,1,0,2,10,42,7,25,1,0,1,0,0,0,12,0.0016983054685436,10
650,0,78,15872,22,1,0,2,1,5,3,22,1,0,2,0,0,0,10,0.0034619887762929,1
651,0,74,12889,33,1,0,2,15,3,5,31,2,0,3,0,0,0,12,0.0083021160271337,15
652,0,48,1155,171,1,0,2,1,5,0,32,0,1,0,0,0,0,12,0.6923076923076923,1
653,0,78,13450,30,1,0,2,15,12,3,29,1,0,1,0,0,0,12,0.0129397775757151,15
654,0,73,11110,21,2,0,2,1,5,4,23,0,0,1,0,0,0,12,0.0909090909090909,1
655,0,79,18059,29,0,0,2,4,16,3,26,1,0,2,0,0,0,12,0.0106587712805329,0
656,0,76,16796,21,0,0,2,1,5,3,22,1,0,1,0,0,0,10,0.0092862828336428,1
657,0,125,23261,31,0,0,2,10,42,7,25,1,0,1,0,0,0,12,0.0037889088305143,10
658,0,49,16905,14,5,1,2,1,5,6,28,0,0,1,0,0,0,10,0.1875,1
659,0,48,7560,17,5,1,1,6,22,0,17,0,0,0,0,0,0,12,0.379182156133829,6
660,0,76,7660,35,5,1,0,6,22,0,28,1,0,0,0,0,0,14,0.1955503512880562,6
661,0,94,18238,32,4,0,2,10,42,5,29,0,0,1,0,0,0,12,0.050531914893617,10
662,0,96,14211,18,4,0,2,15,1,4,27,3,0,0,1,0,0,12,0.0166998451669984,15
663,0,88,15434,17,4,0,2,1,5,8,32,1,0,0,0,0,0,10,0.0129437869822485,1
664,0,85,14306,22,4,0,2,15,31,4,29,3,0,0,1,0,0,12,0.0198915009041591,15
665,0,99,14170,26,5,1,1,10,42,0,33,1,0,1,0,0,0,14,0.0068201193520886,10
666,0,111,14217,27,5,1,1,10,42,0,33,0,0,1,0,0,0,14,0.0121483375959079,10
667,0,62,10124,16,6,1,2,1,5,2,22,0,0,3,0,0,0,12,0.0589622641509434,1
668,0,87,12394,22,4,0,2,1,5,4,23,0,0,1,0,0,0,12,0.0384114583333333,1
669,0,82,29342,18,3,0,2,1,5,1,49,0,0,1,0,0,0,16,0.0034074743888049,1
670,0,54,14917,31,3,0,2,15,6,5,23,2,0,0,1,0,1,12,0.0066878980891719,15
671,0,127,12968,26,3,0,2,10,42,1,32,0,0,0,0,0,0,14,0.0762463343108504,10
672,0,76,15101,20,2,0,2,15,1,3,40,1,0,1,0,0,0,12,0.007231327411485,15
673,0,77,14867,32,2,0,2,15,31,3,36,2,0,0,0,0,0,12,0.0079343733189887,15
674,0,157,12598,31,3,0,1,10,42,5,39,1,0,2,2,0,0,12,0.0315680166147455,10
675,0,94,18238,32,2,0,2,10,42,5,29,0,0,1,0,0,0,12,0.0173847316704459,10
676,0,90,14901,31,2,0,2,15,6,5,23,2,0,0,1,0,0,12,0.0143390769972285,15
677,0,89,13723,37,1,0,2,10,42,4,20,1,0,1,0,0,0,12,0.0084254212710635,10
678,0,73,18059,29,4,0,2,4,16,3,26,1,0,2,0,0,0,12,0.0168393782383419,0
679,0,96,11061,41,1,0,2,15,6,3,23,2,0,0,1,0,1,12,0.0088275458447132,15
680,0,78,33297,14,0,0,2,1,5,0,21,0,0,1,0,0,0,10,0.0084778420038535,1
681,0,62,12689,31,0,0,2,15,6,4,20,2,1,1,0,0,0,12,0.0223636676414932,15
682,0,88,18450,20,1,0,2,1,5,5,26,1,0,1,0,0,0,8,0.004821545979204,1
683,0,161,17296,24,5,1,1,10,42,2,28,1,0,0,0,0,0,14,0.0856438693776956,10
684,0,66,11248,57,5,1,2,15,6,3,26,1,0,2,0,0,0,12,0.0022828538423455,15
685,0,129,12895,25,5,1,1,10,42,2,31,0,0,0,0,0,0,12,0.0028910873198717,10
686,0,66,11248,57,4,0,2,15,6,3,26,1,0,2,0,0,0,12,0.0023435310899966,15
687,0,125,12559,30,4,0,1,10,42,4,26,0,0,2,2,0,0,12,0.0905280804694048,10
688,0,106,12741,20,5,1,0,1,5,5,16,0,0,2,0,0,0,12,0.0563777307963354,1
689,0,60,7138,57,3,0,2,15,6,2,23,0,0,0,0,0,0,12,0.0016170699481354,15
690,0,106,13877,19,5,1,1,10,42,0,33,1,0,1,0,0,0,14,0.0158300354092897,10
691,0,103,13931,20,5,1,1,10,42,0,33,1,0,1,0,0,0,14,0.015400410677618,10
692,2,63,13966,53,2,0,2,15,9,4,26,0,0,1,1,0,0,12,0.0139497594869054,15
693,0,60,7138,57,2,0,2,15,6,2,23,0,0,0,0,0,0,12,0.0023552157483082,15
694,0,124,12586,32,2,0,1,10,42,5,25,1,0,3,2,0,0,12,0.0959595959595959,10
695,0,130,12600,31,2,0,1,10,42,5,23,1,0,2,2,0,0,12,0.0865384615384615,10
696,0,79,13307,32,1,0,1,10,42,2,38,1,0,0,0,0,0,12,0.0075765934753025,10
697,0,48,13012,39,0,0,2,15,7,4,21,0,0,0,0,0,0,12,0.0133086876155268,15
698,0,149,20786,24,1,0,1,10,42,4,35,1,0,2,1,0,0,12,0.010204081632653,10
699,0,99,14204,27,5,1,1,10,42,0,45,1,0,1,0,0,0,12,0.0109725685785536,10
700,0,48,4407,36,5,1,1,6,22,0,47,1,0,0,0,0,0,12,0.45,6
701,0,60,10532,40,5,1,2,15,9,3,23,1,0,2,0,0,0,12,0.0045084135887395,15
702,0,97,33762,17,4,0,2,1,5,0,24,1,0,3,0,0,0,12,0.0112359550561797,1
703,0,48,4386,36,4,0,1,6,22,0,41,1,0,0,0,0,0,12,0.4393530997304582,6
704,0,100,40980,11,4,0,1,1,5,23,15,0,0,0,0,0,0,12,0.0085433240584708,1
705,0,61,7213,26,4,0,0,6,22,0,36,1,0,0,0,0,0,14,0.1248554913294797,6
706,0,71,7338,32,6,1,0,6,22,0,35,1,0,0,0,0,0,14,0.0439442658092175,6
707,0,98,13696,43,3,0,2,15,31,3,37,0,0,0,1,1,1,12,0.0056408359533937,15
708,0,66,11496,38,3,0,2,6,22,0,17,0,0,0,0,0,0,12,0.0012380068090374,6
709,0,123,18341,15,2,0,2,10,42,0,31,1,0,0,0,0,0,14,0.0319042871385842,10
710,0,37,11416,30,3,0,2,6,22,0,15,2,0,0,0,0,0,12,0.1017341040462427,6
711,0,135,18433,17,2,0,2,10,42,0,31,0,0,0,0,0,0,14,0.1570166830225711,10
712,0,122,19735,35,2,0,2,1,5,1,21,0,0,2,0,0,0,12,0.0091827364554637,1
713,0,103,12297,43,2,0,2,15,31,3,36,2,0,0,0,1,1,12,0.0036123168351443,15
714,0,90,12528,42,2,0,2,15,6,3,21,2,0,0,1,0,1,16,0.0305892937471884,15
715,0,51,14432,24,2,0,2,15,1,4,33,3,0,0,1,0,1,12,0.0058967682646653,15
716,0,122,40980,11,3,0,2,1,5,23,15,0,0,0,0,0,0,12,0.0052064652728766,1
717,0,67,7954,51,1,0,2,15,9,3,36,1,0,1,0,0,0,12,0.0029300287626676,15
718,0,107,32031,17,1,0,2,1,5,9,28,1,0,2,0,0,0,12,0.0044926603536514,1
719,0,94,18095,32,3,0,2,1,5,3,30,0,0,1,0,0,0,12,0.0248538011695906,1
720,0,53,7387,17,0,0,2,6,22,0,21,0,0,0,1,0,0,12,0.0869565217391304,6
721,0,62,12681,31,0,0,2,15,6,4,20,2,1,1,0,0,0,12,0.0532250789354984,15
722,0,47,4634,44,6,1,2,6,22,1,54,1,0,0,0,0,0,12,0.2597066436583261,6
723,0,93,7145,63,6,1,1,6,10,4,16,0,0,0,1,0,0,12,0.0655737704918032,6
724,0,54,4502,33,5,1,2,6,22,1,38,1,0,0,0,0,0,14,0.2647342995169082,6
725,0,106,13893,19,5,1,1,10,42,0,33,1,0,1,0,0,0,14,0.0251434818256354,10
726,0,54,11895,32,6,1,2,15,1,3,35,2,0,0,0,0,0,12,0.0067819327167939,15
727,0,106,12758,20,5,1,1,1,5,5,16,1,0,4,0,0,0,12,0.1785714285714285,1
728,0,96,8382,40,4,0,2,15,1,2,40,2,0,0,0,0,1,12,0.0019913761890655,15
729,0,55,12735,13,4,0,2,15,18,3,25,4,0,1,1,1,1,12,0.0066969227363294,15
730,0,68,9344,40,3,0,2,15,9,2,29,1,0,1,0,0,0,12,0.0065233506300963,15
731,0,136,35983,18,4,0,2,1,5,4,20,2,0,2,0,0,0,10,0.0117169896349707,1
732,0,110,11363,26,3,0,2,10,42,1,41,0,0,1,0,0,0,12,0.161524500907441,10
733,0,108,6587,38,3,0,2,15,18,2,27,0,0,0,0,1,1,12,0.0045998160073597,15
734,0,118,13942,20,5,1,1,1,5,0,33,1,0,1,0,0,0,14,0.0669975186104218,1
735,0,86,17868,29,3,0,2,1,5,3,30,0,0,1,0,0,0,12,0.0192479856759176,1
736,0,136,32750,16,3,0,2,1,5,11,31,2,0,3,0,0,0,12,0.004588099216039,1
737,0,62,9177,16,6,1,2,1,5,2,22,0,0,3,0,0,0,12,0.2162162162162162,1
738,0,89,12388,22,4,0,2,1,5,3,26,0,0,2,0,0,0,12,0.0573770491803278,1
739,0,113,22009,19,2,0,2,10,42,3,26,0,0,0,0,0,0,12,0.0084796065462562,10
740,0,100,8010,38,2,0,2,15,18,2,33,0,0,0,0,1,0,12,0.0019776846330952,15
741,0,86,17868,29,2,0,2,1,5,3,30,0,0,1,0,0,0,12,0.0531400966183574,1
742,0,111,29586,22,2,0,1,1,5,0,25,1,0,1,0,0,0,12,0.0155440414507772,1
743,0,92,11772,33,1,0,2,10,42,2,45,1,0,0,0,0,0,12,0.0049881235154394,10
744,0,87,16336,45,2,0,2,12,20,6,48,0,0,3,0,0,0,7,0.0035344367325146,0
745,0,107,10210,53,1,0,2,15,1,2,113,0,0,1,0,0,1,12,0.0053690406882722,15
746,0,113,22009,19,1,0,2,10,42,3,26,0,0,0,0,0,0,12,0.0091823349365981,10
747,0,113,22009,19,0,0,2,10,42,3,26,0,0,0,0,0,0,12,0.0244552542146998,10
748,0,97,11915,34,0,0,2,15,1,3,34,0,0,0,0,0,1,12,0.0026399029657288,15
749,0,77,4776,26,6,1,2,6,23,3,40,3,0,0,0,0,0,14,0.1007268951194184,6
750,0,62,9177,16,6,1,1,1,5,2,22,0,0,3,0,0,0,12,0.3698630136986301,1
751,0,92,11692,32,5,1,2,10,42,2,45,1,0,0,0,0,0,12,0.0049170703067664,10
752,0,179,22039,19,5,1,1,10,42,3,26,1,0,0,2,0,0,12,0.0064828253507498,10
753,0,102,11489,43,6,1,2,15,1,4,35,2,0,0,0,0,1,12,0.0061043976579045,15
754,0,102,38046,15,4,0,2,1,5,0,24,1,0,1,0,0,0,10,0.0218658892128279,1
755,0,113,13046,39,4,0,2,15,1,4,34,0,0,0,3,0,1,12,0.0035626615688745,15
756,0,90,12453,40,3,0,2,15,6,3,21,2,0,0,1,0,1,16,0.0063543637410545,15
757,0,98,12656,30,3,0,2,12,20,3,32,1,0,3,0,0,0,7,0.0066477207814463,0
758,0,79,20796,31,3,0,2,10,42,4,37,1,0,1,0,0,0,12,0.0036528999552706,10
759,0,102,14198,49,2,0,2,15,1,5,32,0,0,0,3,0,0,12,0.0029057119771272,15
760,0,109,14905,30,2,0,2,15,6,5,24,2,0,0,1,0,1,12,0.0059234710397501,15
761,0,103,13761,32,0,0,2,15,6,4,27,2,0,2,2,0,0,12,0.0026632562922726,15
762,0,76,8518,42,2,0,2,6,23,3,26,3,0,0,0,0,0,14,0.0163500971292898,6
763,0,106,10423,21,5,1,1,1,5,3,18,0,0,3,0,0,0,12,0.2238372093023256,1
764,0,112,12237,39,6,1,2,15,6,5,26,0,0,0,0,0,0,12,0.0085527664684689,15
765,0,108,13478,30,5,1,2,15,6,5,22,2,0,0,2,0,0,12,0.0036311463794813,15
766,0,44,1384,66,4,0,2,7,27,1,0,0,0,0,0,0,0,12,0.0018461538461538,0
767,0,89,11697,45,4,0,2,15,12,2,42,0,0,0,2,0,1,12,0.0042003570303475,15
768,0,76,13573,41,4,0,2,15,6,5,19,0,0,0,0,0,0,12,0.0036059240180296,15
769,0,82,29336,18,4,0,1,1,5,1,49,0,0,1,0,0,0,10,0.0191118605958403,1
770,0,93,11429,26,3,0,2,10,42,0,32,1,0,1,0,0,0,12,0.1584362139917695,10
771,0,85,13573,41,3,0,2,15,6,5,19,0,0,0,0,0,0,12,0.0043820872573515,15
772,0,98,14390,33,3,0,2,15,12,4,33,0,0,0,0,0,0,12,0.0033645377718843,15
773,0,82,26282,18,3,0,2,1,5,9,30,0,0,2,0,0,0,12,0.0093275134479198,1
774,0,82,10287,44,2,0,2,15,6,6,17,2,0,0,0,0,0,12,0.004109407449958,15
775,0,109,28556,19,1,0,2,12,20,0,26,0,0,1,0,0,0,10,0.0062618224512425,0
776,0,114,12994,36,1,0,2,15,31,2,43,2,0,0,1,0,0,12,0.0043408548746627,15
777,0,80,15868,35,2,0,1,12,20,7,36,1,0,2,0,0,0,7,0.0090544560858879,0
778,0,96,12003,18,1,0,2,10,42,3,22,1,0,0,2,0,0,12,0.1384615384615384,10
779,0,90,14982,41,0,0,2,15,31,5,33,1,0,2,3,0,1,12,0.0050116939525559,15
780,0,62,9169,16,6,1,2,1,5,1,20,0,0,3,0,0,0,12,0.4222222222222222,1
781,0,97,12624,27,6,1,1,1,5,1,25,0,0,4,0,0,0,10,0.0471698113207547,1
782,0,116,27577,13,5,1,1,1,5,3,42,0,0,2,0,0,0,12,0.0047315015391631,1
783,0,106,10427,21,5,1,1,1,5,3,18,0,0,3,0,0,0,12,0.1939393939393939,1
784,0,98,21456,24,4,0,2,1,5,3,41,1,0,2,0,0,0,12,0.0112335277597753,1
785,0,127,15716,36,4,0,1,15,9,3,30,0,0,0,1,0,1,12,0.0027903582390693,15
786,0,99,11230,23,3,0,2,10,42,0,31,1,0,1,0,0,0,12,0.1925,10
787,0,112,13373,35,3,0,2,15,9,3,36,3,0,1,1,0,0,12,0.0101658640984483,15
788,0,88,12385,22,3,0,2,1,5,3,26,0,0,2,0,0,0,12,0.1683673469387755,1
789,0,102,10953,24,3,0,2,1,5,3,28,0,0,2,0,0,0,12,0.0545454545454545,1
790,0,112,13373,35,3,0,2,15,9,3,36,3,0,1,1,0,0,16,0.0049428046886033,15
791,0,104,16983,21,2,0,2,15,9,4,29,0,0,0,1,0,0,12,0.0038916922265096,15
792,6,59,1869,133,2,0,1,7,27,2,83,1,0,0,0,0,0,12,0.8979591836734694,0
793,6,55,1761,119,2,0,1,7,27,2,83,1,0,0,0,0,0,12,0.6124661246612466,0
794,0,85,16569,30,3,0,2,1,5,3,35,0,0,3,0,0,0,12,0.0072622344442938,1
795,0,98,22474,25,2,0,2,1,5,0,42,1,0,3,0,0,0,10,0.0240963855421686,1
796,0,220,11486,27,2,0,1,10,42,2,34,1,0,0,0,0,0,12,0.0058164897484368,10
797,0,107,18272,18,1,0,2,15,9,3,32,0,0,0,1,0,0,12,0.0037599324258665,15
798,0,80,15925,36,2,0,2,12,20,7,36,1,0,2,0,0,0,7,0.006642950711789,0
799,0,165,23852,14,4,0,1,12,20,4,26,2,0,0,0,0,0,6,0.0077899422521655,0
800,0,96,11728,32,1,0,2,10,42,2,32,0,0,0,0,0,0,12,0.0042947558770343,10
801,0,98,14374,23,0,0,2,15,31,4,31,3,0,1,2,0,0,12,0.0046357219763129,15
802,0,78,13720,46,6,1,2,15,9,6,38,1,0,1,0,0,0,12,0.0073083950379844,15
803,0,100,10528,54,6,1,2,15,31,3,37,0,0,0,0,0,1,12,0.003053234623024,15
804,0,57,7982,21,5,1,1,1,5,2,16,0,0,3,0,0,0,12,0.1348837209302325,1
805,0,97,12562,26,5,1,1,1,5,2,25,1,0,3,0,0,0,10,0.0662824207492795,1
806,0,57,7904,19,5,1,1,1,5,2,16,0,0,3,0,0,0,12,0.3137254901960784,1
807,0,103,11070,43,4,0,2,15,31,4,39,0,0,0,0,0,1,12,0.0028419856006062,15
808,0,186,9349,42,4,0,2,9,34,4,36,3,0,0,0,0,0,6,0.0075581395348837,9
809,0,100,10528,54,6,1,2,15,31,3,37,0,0,0,0,0,1,16,0.0050498880065159,15
810,0,97,12576,26,4,0,2,1,5,2,25,1,0,3,0,0,0,10,0.0242057488653555,1
811,0,103,11070,43,4,0,2,15,31,4,39,0,0,0,0,0,1,15,0.002224482013474,15
812,0,78,13720,46,6,1,2,15,9,6,38,1,0,1,0,0,0,16,0.0194832698009318,15
813,0,95,10910,24,3,0,2,1,5,3,25,0,0,2,0,0,0,12,0.1052631578947368,1
814,0,73,15948,37,4,0,2,12,20,7,26,1,0,0,0,0,0,7,0.0071709900855629,0
815,0,126,20039,27,4,0,1,1,5,4,43,0,0,4,0,0,0,1,0.0122086464368343,1
816,0,37,12837,14,3,0,2,9,34,3,27,4,0,0,1,0,0,12,0.0050013161358252,9
817,0,37,12734,12,3,0,2,9,34,3,27,0,0,0,1,0,0,12,0.008822911560815,9
818,0,77,12354,21,3,0,2,1,5,3,22,0,0,2,0,0,0,12,0.0701754385964912,1
819,0,115,14496,26,2,0,2,1,5,4,52,1,0,4,0,0,0,12,0.0110154408581461,1
820,0,108,26007,13,2,0,1,1,5,2,38,2,0,1,0,0,0,10,0.0375722543352601,1
821,0,105,11048,43,2,0,2,15,31,4,37,0,0,0,0,0,0,12,0.0044567799097969,15
822,0,96,10794,44,2,0,2,9,34,3,40,1,0,1,1,0,0,12,0.0065971035824112,9
823,0,98,10978,43,2,0,2,15,1,4,22,0,0,1,0,0,1,15,0.0030104110047246,15
824,0,103,19656,24,2,0,1,3,43,2,30,1,0,2,0,0,0,12,0.0025996059544658,0
825,0,108,26017,13,3,0,1,1,5,3,42,2,0,1,0,0,0,12,0.0025546409310246,1
826,0,115,14496,26,3,0,1,1,5,4,52,1,0,4,0,0,0,12,0.0129632054471651,1
827,0,105,13473,39,1,0,2,15,12,5,29,2,0,0,0,1,0,12,0.0099946457255041,15
828,0,112,10794,44,0,0,2,15,9,3,40,1,0,1,1,0,0,12,0.0070103523452696,15
829,0,112,13503,37,0,0,2,15,31,3,37,2,0,1,1,0,0,12,0.0046470905172413,15
830,0,85,16486,29,6,1,1,1,5,3,32,0,0,2,0,0,0,12,0.0044811916182782,1
831,0,96,4801,27,6,1,2,6,23,3,44,3,0,0,0,0,0,14,0.0664916885389326,6
832,0,103,12014,20,5,1,0,10,42,3,27,1,0,0,2,0,0,12,0.0932203389830508,10
